participant,target,task,task_label,feature,geometry,median_contribution,p95_contribution,largest_contributor_pct,median_abs_contribution,median_signed_contribution,direction,dominant_contributor_pct
P19,arousal,shape_sorter_interaction,Shape Sorter Interaction,eeg_bp_beta__Fz,nearest_image_neighbor,0.027096027824737134,0.2558578670483022,3.896103896103896,,,,
P19,arousal,shape_sorter_interaction,Shape Sorter Interaction,eeg_bp_beta__Fz,mean_of_11_image_neighbors,0.025204718886709124,0.07438110440962957,0.0,,,,
P19,arousal,shape_sorter_interaction,Shape Sorter Interaction,eeg_bp_beta__PO8,nearest_image_neighbor,0.5067107758580744,0.8548943347617788,79.22077922077922,,,,
P19,arousal,shape_sorter_interaction,Shape Sorter Interaction,eeg_bp_beta__PO8,mean_of_11_image_neighbors,0.5963923663344741,0.7826736130800543,92.20779220779221,,,,
P19,arousal,shape_sorter_interaction,Shape Sorter Interaction,eeg_bp_beta__Pz,nearest_image_neighbor,0.027419214958602865,0.15116606350579573,0.0,,,,
P19,arousal,shape_sorter_interaction,Shape Sorter Interaction,eeg_bp_beta__Pz,mean_of_11_image_neighbors,0.04809330349525727,0.11663821587891944,0.0,,,,
P19,valence,pick_place,Pick and Place,eeg_se__PO8,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,5.471874914318682,-5.471874914318682,toward_LOW,0.0
P19,valence,pick_place,Pick and Place,eeg_hc__PO8,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,10.863557207598431,-10.863557207598431,toward_LOW,0.0
P19,valence,pick_place,Pick and Place,eeg_mf_hz__Fz,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,0.6224539964529772,-0.6224539964529772,toward_LOW,0.0
P19,valence,pick_place,Pick and Place,eeg_mf_hz__PO8,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,1.1193570691098138,-1.1193570691098138,toward_LOW,0.0
P19,valence,pick_place,Pick and Place,eeg_bp_delta__Fz,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,157.7040146341611,-157.7040146341611,toward_LOW,100.0
P19,valence,shape_sorter_observation,Shape Sorter Observation,eeg_se__PO8,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,5.0647883992598235,-5.0647883992598235,toward_LOW,0.0
P19,valence,shape_sorter_observation,Shape Sorter Observation,eeg_hc__PO8,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,14.621713803842873,-14.621713803842873,toward_LOW,5.084745762711865
P19,valence,shape_sorter_observation,Shape Sorter Observation,eeg_mf_hz__Fz,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,0.5568320238823747,-0.5568320238823747,toward_LOW,0.0
P19,valence,shape_sorter_observation,Shape Sorter Observation,eeg_mf_hz__PO8,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,1.1193570691098138,-1.1193570691098138,toward_LOW,0.0
P19,valence,shape_sorter_observation,Shape Sorter Observation,eeg_bp_delta__Fz,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,172.21614039486408,-172.21614039486408,toward_LOW,94.91525423728814
P19,valence,stack,Stack,eeg_se__PO8,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,3.4839094401504758,-3.4839094401504758,toward_LOW,0.0
P19,valence,stack,Stack,eeg_hc__PO8,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,7.998167037449823,-7.998167037449823,toward_LOW,0.0
P19,valence,stack,Stack,eeg_mf_hz__Fz,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,0.5568320238823747,-0.5568320238823747,toward_LOW,0.0
P19,valence,stack,Stack,eeg_mf_hz__PO8,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,1.1193570691098138,-1.1193570691098138,toward_LOW,0.0
P19,valence,stack,Stack,eeg_bp_delta__Fz,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,334.40019007226465,-334.40019007226465,toward_LOW,100.0
P19,valence,sisyphus,Sisyphus,eeg_se__PO8,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,1.5579672997679936,-1.5579672997679936,toward_LOW,0.0
P19,valence,sisyphus,Sisyphus,eeg_hc__PO8,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,3.634614596295293,-3.634614596295293,toward_LOW,0.0
P19,valence,sisyphus,Sisyphus,eeg_mf_hz__Fz,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,0.5568320238823747,-0.5568320238823747,toward_LOW,0.0
P19,valence,sisyphus,Sisyphus,eeg_mf_hz__PO8,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,1.1193570691098138,-0.9117385205712618,toward_LOW,0.0
P19,valence,sisyphus,Sisyphus,eeg_bp_delta__Fz,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,344.40372981612614,-344.40372981612614,toward_LOW,100.0
P19,valence,shape_sorter_interaction,Shape Sorter Interaction,eeg_se__PO8,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,0.7111658299020682,0.6974893156837991,toward_HIGH,3.896103896103896
P19,valence,shape_sorter_interaction,Shape Sorter Interaction,eeg_hc__PO8,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,0.5959870248445995,0.5887857999152475,toward_HIGH,6.493506493506493
P19,valence,shape_sorter_interaction,Shape Sorter Interaction,eeg_mf_hz__Fz,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,0.6224539964529772,-0.6224539964529772,toward_LOW,3.896103896103896
P19,valence,shape_sorter_interaction,Shape Sorter Interaction,eeg_mf_hz__PO8,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,1.1785787677229251,0.6202187039838982,toward_HIGH,46.75324675324675
P19,valence,shape_sorter_interaction,Shape Sorter Interaction,eeg_bp_delta__Fz,GaussianNB_HIGH_minus_LOW_log_likelihood,,,,0.5637262463739194,-0.5068404273329505,toward_LOW,38.961038961038966
