participant,target,task,task_label,feature,image_low_median,image_low_iqr,image_high_median,image_high_iqr,image_overall_median,image_overall_iqr,image_min,image_max,robot_median,robot_iqr,robot_min,robot_max,robot_z_median_abs,robot_z_p95_abs,robot_z_max_abs,robot_z_pct_abs_gt_2,robot_z_pct_abs_gt_3,robot_z_pct_abs_gt_5,robot_pct_outside_image_min_max,iqr_overlap,distance_median_contribution,distance_p95_contribution,distance_largest_contributor_pct,transferability_category,shift_indicator_count
P19,arousal,stack,Stack,eeg_bp_beta__Pz,2.6696069615351288,1.2640259918285426,2.35089987224879,0.8162776922547219,2.514702446401632,0.9574998550932063,1.1610735531347969,5.468825619608707,2.4300398131092367,1.0375878269592345,1.3168252856965532,5.610213034367988,0.6394502013356429,1.612508392922243,3.186102308878838,2.941176470588235,1.4705882352941175,0.0,1.4705882352941175,both,0.0017942408564291063,0.032687190247778004,0.0,TRANSFER_COMPATIBLE,0
P19,arousal,sisyphus,Sisyphus,eeg_se__Fz,4.758784220132117,0.2007166186126339,4.60150591240336,0.30880784922941995,4.692576967635442,0.28142969421143516,3.75619972640026,5.026992101131952,2.380377374465513,0.6551791788812613,1.3654805274325017,4.082459569316358,9.489088455352219,11.559848978318735,13.752787766521637,100.0,98.9010989010989,97.8021978021978,98.9010989010989,neither,0.13699452213903077,0.23974195303627632,2.197802197802198,SEVERELY_SHIFTED,6
P19,arousal,sisyphus,Sisyphus,eeg_hm__Fz,0.4083912274822276,0.059956910774641714,0.3751826368635525,0.07789981334094753,0.39675899252381,0.07091382209030422,0.258900907159693,0.5276483384419882,0.1495856307562597,0.06366728383773529,0.0254155569853368,0.3136637918247605,4.821107828393759,5.692955416247191,7.248681132725107,98.9010989010989,93.4065934065934,39.56043956043956,95.6043956043956,neither,0.03120083092032672,0.04383813511435555,0.0,SEVERELY_SHIFTED,6
P19,arousal,sisyphus,Sisyphus,eeg_hm__PO8,0.3019270008556102,0.03693745449883218,0.2859077992777361,0.03550777673597272,0.29448178442326733,0.038904070096386745,0.2084983592864777,0.3999655654544514,0.2639161804901402,0.07109425207883086,0.0522749613344443,0.386429902522084,1.3058238105920965,3.2952663898349925,7.401757736427411,31.868131868131865,7.6923076923076925,1.098901098901099,9.89010989010989,both,0.004081904206880667,0.07856305820678612,0.0,TRANSFER_COMPATIBLE,1
P19,arousal,sisyphus,Sisyphus,eeg_hc__Fz,1.5305865522858275,0.17245297084519784,1.6445812620634732,0.29253709960528096,1.5643856168795949,0.23726968121170988,1.2608469179136874,2.234299786474834,4.235564410039422,1.535278869495769,1.959923415973017,17.225820844635727,14.080194111562122,21.816395323564834,83.51738096214376,98.9010989010989,97.8021978021978,95.6043956043956,97.8021978021978,neither,0.5560747675015261,0.8024476914724332,73.62637362637363,SEVERELY_SHIFTED,6
P19,arousal,sisyphus,Sisyphus,eeg_hc__PO8,1.8567290496995528,0.2336211335190288,1.953646706011208,0.21888729043600996,1.9110862567497846,0.21781775393640435,1.4893668759545322,2.628936830864649,2.362130463825049,0.5339980801881339,1.674798195713285,10.969117078513296,2.375359957291969,7.440077725634165,47.896904827288964,54.94505494505495,38.46153846153847,14.285714285714285,26.373626373626376,neither,0.009054287840335323,0.14791902903455179,1.098901098901099,SEVERELY_SHIFTED,6
P19,arousal,sisyphus,Sisyphus,eeg_mf_hz__Fz,11.0,2.0,9.0,4.5,10.0,3.25,4.0,21.0,2.0,1.0,2.0,4.0,2.260196895847215,2.260196895847215,2.260196895847215,71.42857142857143,0.0,0.0,98.9010989010989,neither,0.0009286544058766385,0.003874529318883719,0.0,MODERATELY_SHIFTED,3
P19,arousal,sisyphus,Sisyphus,eeg_mf_hz__PO8,7.0,2.0,6.0,2.0,6.0,2.0,3.0,12.0,4.0,1.0,2.0,9.0,1.5920595043359826,2.7861041325879694,2.7861041325879694,49.45054945054945,0.0,0.0,13.186813186813188,neither,0.0040101086971074075,0.021713886707414178,0.0,TRANSFER_COMPATIBLE,1
P19,arousal,sisyphus,Sisyphus,eeg_bp_beta__Fz,22.843571396111297,9.577560887568374,17.287916202356534,9.301610695265321,20.881057400632308,10.541759900299116,8.193728041267866,56.908947088305695,16.96514591565088,9.532871966248317,8.252620472035256,45.63629224619976,0.7610381140061453,1.5408769035893966,2.6391859465096554,1.098901098901099,0.0,0.0,0.0,both,0.001523697025554432,0.046615994787342956,0.0,TRANSFER_COMPATIBLE,0
P19,arousal,sisyphus,Sisyphus,eeg_bp_beta__PO8,8.066249401244097,2.3438049967323087,6.4574868107520125,1.7000797962133332,7.519678453332267,2.6116115478692175,3.6317451569747554,17.95899808473612,19.176244896793328,7.536177961718861,10.57786137542766,41.42596461042343,5.323717927553521,11.277366962028228,15.67567183831845,97.8021978021978,87.91208791208791,54.94505494505495,59.34065934065934,neither,0.1643410587451425,0.6097583213403399,23.076923076923077,SEVERELY_SHIFTED,6
P19,arousal,sisyphus,Sisyphus,eeg_bp_beta__Pz,2.6696069615351288,1.2640259918285426,2.35089987224879,0.8162776922547219,2.514702446401632,0.9574998550932063,1.1610735531347969,5.468825619608707,1.961141619089754,0.6556228922359497,0.90311992806748,5.276970771632966,0.8451337790561355,1.6678033976070443,2.8230680409222164,1.098901098901099,0.0,0.0,4.395604395604396,both,0.0015711251909271149,0.015075069275411999,0.0,TRANSFER_COMPATIBLE,0
P19,arousal,shape_sorter_interaction,Shape Sorter Interaction,eeg_se__Fz,4.758784220132117,0.2007166186126339,4.60150591240336,0.30880784922941995,4.692576967635442,0.28142969421143516,3.75619972640026,5.026992101131952,4.379200895020827,0.7181455546289133,1.1462013627707155,4.96259202300089,1.204597134899002,6.679907838884144,14.674004958254478,35.064935064935064,24.675324675324674,10.38961038961039,18.181818181818183,both,0.030249876949375303,0.17088011528388966,2.5974025974025974,MODERATELY_SHIFTED,2
P19,arousal,shape_sorter_interaction,Shape Sorter Interaction,eeg_hm__Fz,0.4083912274822276,0.059956910774641714,0.3751826368635525,0.07789981334094753,0.39675899252381,0.07091382209030422,0.258900907159693,0.5276483384419882,0.3366986930510392,0.09744930007165192,0.0249776646298637,0.432958227633182,1.1629745832086942,3.4004285516098682,7.257242098826153,27.27272727272727,6.493506493506493,2.5974025974025974,11.688311688311687,both,0.020377051279140992,0.11030395069657586,1.2987012987012987,TRANSFER_COMPATIBLE,1
P19,arousal,shape_sorter_interaction,Shape Sorter Interaction,eeg_hm__PO8,0.3019270008556102,0.03693745449883218,0.2859077992777361,0.03550777673597272,0.29448178442326733,0.038904070096386745,0.2084983592864777,0.3999655654544514,0.34721704910801,0.03599289600215322,0.04822651484079,0.4322792744233001,1.5433965075314988,3.1280704783855593,7.524443921662913,25.97402597402597,9.090909090909092,1.2987012987012987,5.194805194805195,neither,0.026365769540866356,0.16952773161405751,0.0,MODERATELY_SHIFTED,2
P19,arousal,shape_sorter_interaction,Shape Sorter Interaction,eeg_hc__Fz,1.5305865522858275,0.17245297084519784,1.6445812620634732,0.29253709960528096,1.5643856168795949,0.23726968121170988,1.2608469179136874,2.234299786474834,1.9113228895177876,0.4915046882464611,1.4962117954693703,17.203209641705993,1.6563598663410695,6.636671809209071,83.39651665660419,44.15584415584416,27.27272727272727,7.792207792207792,20.77922077922078,Image_HIGH,0.06505537982248472,0.29000165843518744,3.896103896103896,MODERATELY_SHIFTED,2
P19,arousal,shape_sorter_interaction,Shape Sorter Interaction,eeg_hc__PO8,1.8567290496995528,0.2336211335190288,1.953646706011208,0.21888729043600996,1.9110862567497846,0.21781775393640435,1.4893668759545322,2.628936830864649,1.776242201984768,0.14190376405054872,1.5076964054477922,11.564974089356964,0.8599614243293604,1.8330001891339578,51.04833666627117,2.5974025974025974,1.2987012987012987,1.2987012987012987,1.2987012987012987,Image_LOW,0.009172113921811066,0.16885667753138506,0.0,TRANSFER_COMPATIBLE,0
P19,arousal,shape_sorter_interaction,Shape Sorter Interaction,eeg_mf_hz__Fz,11.0,2.0,9.0,4.5,10.0,3.25,4.0,21.0,6.0,5.0,2.0,14.0,1.2160250864086557,2.260196895847215,2.260196895847215,6.493506493506493,0.0,0.0,24.675324675324674,Image_HIGH,0.024128512902375478,0.24184760966464883,5.194805194805195,TRANSFER_COMPATIBLE,0
P19,arousal,shape_sorter_interaction,Shape Sorter Interaction,eeg_mf_hz__PO8,7.0,2.0,6.0,2.0,6.0,2.0,3.0,12.0,8.0,3.0,2.0,13.0,1.3930520662939845,3.184119008671965,3.7811413227979584,18.181818181818183,10.38961038961039,0.0,5.194805194805195,both,0.05020386276344857,0.24111513986217084,3.896103896103896,TRANSFER_COMPATIBLE,1
P19,arousal,shape_sorter_interaction,Shape Sorter Interaction,eeg_bp_beta__Fz,22.843571396111297,9.577560887568374,17.287916202356534,9.301610695265321,20.881057400632308,10.541759900299116,8.193728041267866,56.908947088305695,15.22998083019894,9.42887047954326,6.329497152548695,33.71722729167009,0.9128310955264665,1.6971763852891089,1.8070330455147865,0.0,0.0,0.0,12.987012987012985,both,0.027096027824737134,0.2558578670483022,3.896103896103896,TRANSFER_COMPATIBLE,0
P19,arousal,shape_sorter_interaction,Shape Sorter Interaction,eeg_bp_beta__PO8,8.066249401244097,2.3438049967323087,6.4574868107520125,1.7000797962133332,7.519678453332267,2.6116115478692175,3.6317451569747554,17.95899808473612,19.95598894289382,7.61616693274004,10.831465964608991,49.03081663247902,5.686503370755346,9.913076424078364,19.213922146356275,97.40259740259741,88.31168831168831,63.63636363636363,66.23376623376623,neither,0.5067107758580744,0.8548943347617788,79.22077922077922,SEVERELY_SHIFTED,6
P19,arousal,shape_sorter_interaction,Shape Sorter Interaction,eeg_bp_beta__Pz,2.6696069615351288,1.2640259918285426,2.35089987224879,0.8162776922547219,2.514702446401632,0.9574998550932063,1.1610735531347969,5.468825619608707,1.957160181386144,1.024858950143174,1.0037483375027003,5.438224836896807,0.9557918890822761,2.0734397461468945,2.9987382907207434,6.493506493506493,0.0,0.0,6.493506493506493,both,0.027419214958602865,0.15116606350579573,0.0,TRANSFER_COMPATIBLE,0
