Timestamp,Experiment_Time,Frame_Count,Trigger,Emotion
2026-05-26 15:20:22.083,304.776,9113,0,no face
2026-05-26 15:20:22.116,304.809,9114,0,no face
2026-05-26 15:20:22.150,304.842,9115,0,no face
2026-05-26 15:20:22.187,304.879,9116,0,no face
2026-05-26 15:20:22.216,304.909,9117,0,no face
2026-05-26 15:20:22.250,304.942,9118,0,no face
2026-05-26 15:20:22.283,304.976,9119,0,no face
2026-05-26 15:20:22.317,305.009,9120,0,no face
2026-05-26 15:20:22.350,305.042,9121,0,no face
2026-05-26 15:20:22.383,305.076,9122,0,no face
2026-05-26 15:20:22.417,305.109,9123,0,no face
2026-05-26 15:20:22.450,305.142,9124,0,no face
2026-05-26 15:20:22.483,305.176,9125,0,no face
2026-05-26 15:20:22.517,305.209,9126,0,no face
2026-05-26 15:20:22.550,305.242,9127,0,no face
2026-05-26 15:20:22.583,305.276,9128,0,no face
2026-05-26 15:20:22.617,305.309,9129,0,no face
2026-05-26 15:20:22.650,305.343,9130,0,no face
2026-05-26 15:20:22.685,305.377,9131,0,no face
2026-05-26 15:20:22.717,305.409,9132,0,no face
2026-05-26 15:20:22.751,305.444,9133,0,no face
2026-05-26 15:20:22.786,305.478,9134,0,no face
2026-05-26 15:20:22.817,305.509,9135,0,no face
2026-05-26 15:20:22.850,305.543,9136,0,no face
2026-05-26 15:20:22.883,305.576,9137,0,no face
2026-05-26 15:20:22.917,305.609,9138,0,no face
2026-05-26 15:20:22.950,305.643,9139,0,no face
2026-05-26 15:20:22.984,305.676,9140,0,no face
2026-05-26 15:20:23.017,305.71,9141,0,no face
2026-05-26 15:20:23.050,305.743,9142,0,no face
2026-05-26 15:20:23.084,305.776,9143,0,no face
2026-05-26 15:20:23.117,305.809,9144,0,no face
2026-05-26 15:20:23.150,305.843,9145,0,no face
2026-05-26 15:20:23.184,305.876,9146,0,no face
2026-05-26 15:20:23.217,305.909,9147,0,no face
2026-05-26 15:20:23.252,305.944,9148,0,no face
2026-05-26 15:20:23.284,305.976,9149,0,no face
2026-05-26 15:20:23.319,306.011,9150,0,no face
2026-05-26 15:20:23.350,306.043,9151,0,no face
2026-05-26 15:20:23.384,306.076,9152,0,no face
2026-05-26 15:20:23.417,306.11,9153,0,no face
2026-05-26 15:20:23.451,306.144,9154,0,no face
2026-05-26 15:20:23.484,306.176,9155,0,no face
2026-05-26 15:20:23.517,306.21,9156,0,no face
2026-05-26 15:20:23.550,306.243,9157,0,no face
2026-05-26 15:20:23.584,306.276,9158,0,no face
2026-05-26 15:20:23.617,306.31,9159,21,no face
2026-05-26 15:20:23.651,306.344,9160,0,no face
2026-05-26 15:20:23.684,306.377,9161,0,no face
2026-05-26 15:20:23.717,306.41,9162,0,no face
2026-05-26 15:20:23.760,306.453,9163,0,no face
2026-05-26 15:20:23.784,306.477,9164,0,no face
2026-05-26 15:20:23.823,306.516,9165,0,no face
2026-05-26 15:20:23.855,306.548,9166,0,no face
2026-05-26 15:20:23.884,306.576,9167,0,no face
2026-05-26 15:20:23.917,306.61,9168,0,no face
2026-05-26 15:20:23.950,306.643,9169,0,no face
2026-05-26 15:20:23.984,306.677,9170,0,no face
2026-05-26 15:20:24.017,306.71,9171,0,no face
2026-05-26 15:20:24.051,306.743,9172,0,no face
2026-05-26 15:20:24.084,306.777,9173,0,no face
2026-05-26 15:20:24.117,306.81,9174,0,no face
2026-05-26 15:20:24.151,306.843,9175,0,no face
2026-05-26 15:20:24.184,306.877,9176,0,no face
2026-05-26 15:20:24.217,306.91,9177,0,no face
2026-05-26 15:20:24.251,306.943,9178,0,no face
2026-05-26 15:20:24.284,306.977,9179,0,no face
2026-05-26 15:20:24.317,307.01,9180,0,no face
2026-05-26 15:20:24.351,307.043,9181,0,no face
