trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,stim_id,category,trigger_sent,image_path,valence_rating,valence_rt,arousal_rating,arousal_rt,participant,session,
0,-1,-1,0,,,Sunset 5.jpg,HAHV,128,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/eeg_emotion_experiment/stimuli/HAHV/Sunset 5.jpg,6,2.130671739578247,5,1.2963676452636719,P01,001,
0,-1,-1,0,,,Volcano 2.jpg,HALV,209,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/eeg_emotion_experiment/stimuli/HALV/Volcano 2.jpg,3,1.5640373229980469,5,1.5964245796203613,P01,001,
0,-1,-1,0,,,Garbage dump 6.jpg,LALV,415,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/eeg_emotion_experiment/stimuli/LALV/Garbage dump 6.jpg,2,2.262734889984131,6,1.2791948318481445,P01,001,
0,-1,-1,0,,,Garbage dump 2.jpg,HALV,212,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/eeg_emotion_experiment/stimuli/HALV/Garbage dump 2.jpg,3,2.5810389518737793,5,1.6806581020355225,P01,001,
0,-1,-1,0,,,Garbage dump 8.jpg,LALV,416,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/eeg_emotion_experiment/stimuli/LALV/Garbage dump 8.jpg,2,1.4806084632873535,6,1.198068618774414,P01,001,
0,-1,-1,0,,,Stingray 3.jpg,HAHV,123,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/eeg_emotion_experiment/stimuli/HAHV/Stingray 3.jpg,6,1.780236005783081,6,1.4818437099456787,P01,001,
0,-1,-1,0,,,Explosion 2.jpg,HALV,226,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/eeg_emotion_experiment/stimuli/HALV/Explosion 2.jpg,2,1.7997708320617676,6,2.197779893875122,P01,001,
0,-1,-1,0,,,Miserable pose 5.jpg,LALV,403,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/eeg_emotion_experiment/stimuli/LALV/Miserable pose 5.jpg,3,1.6620917320251465,3,0.9309217929840088,P01,001,
0,-1,-1,0,,,Frustrated pose 7.jpg,LALV,408,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/eeg_emotion_experiment/stimuli/LALV/Frustrated pose 7.jpg,3,2.2482595443725586,3,1.2803738117218018,P01,001,
0,-1,-1,0,,,Yoga 2.jpg,LALV,406,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/eeg_emotion_experiment/stimuli/LALV/Yoga 2.jpg,5,1.6470210552215576,3,1.1311419010162354,P01,001,
0,-1,-1,0,,,Galaxy 1.jpg,HAHV,122,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/eeg_emotion_experiment/stimuli/HAHV/Galaxy 1.jpg,5,2.3988876342773438,3,1.880281686782837,P01,001,
0,-1,-1,0,,,Mother 1.jpg,HAHV,129,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/eeg_emotion_experiment/stimuli/HAHV/Mother 1.jpg,5,1.047865629196167,3,3.6306560039520264,P01,001,
0,-1,-1,0,,,Knife 1.jpg,HALV,204,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/eeg_emotion_experiment/stimuli/HALV/Knife 1.jpg,3,1.4804003238677979,5,1.7497687339782715,P01,001,
0,-1,-1,0,,,Injury 1.jpg,HALV,218,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/eeg_emotion_experiment/stimuli/HALV/Injury 1.jpg,2,1.6605405807495117,6,2.196826696395874,P01,001,
0,-1,-1,0,,,Pollution 1.jpg,HALV,207,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/eeg_emotion_experiment/stimuli/HALV/Pollution 1.jpg,3,2.196178674697876,5,1.614414930343628,P01,001,
