mode,participant,held_out_participant,target,modality,regressor,feature_count_request,feature_count_resolved,fold,training_participants,sample_size,train_size,test_size,rmse,mae,r2,explained_variance
individual,P07,P07,valence,face,ridge,all,all,2,P07,119,95,24,0.6996425506894136,0.45203845456791353,0.19671844310122877,0.2228225495610453
individual,P07,P07,valence,face,ridge,all,all,3,P07,119,95,24,0.8420004221784062,0.651243635759465,-0.3130664742971121,-0.006223052646348259
individual,P07,P07,valence,face,ridge,all,all,4,P07,119,95,24,0.6503993380449297,0.4884909951617138,0.40132895286666637,0.5001950541019797
individual,P07,P07,valence,face,ridge,all,all,5,P07,119,96,23,0.8894166533782722,0.7021915762190257,0.18900816052481706,0.2589387898972527
individual,P08,P08,valence,face,ridge,all,all,1,P08,119,95,24,1.2986262412059413,1.0946861614541954,-0.06628292630607557,-0.06507376142345223
individual,P08,P08,valence,face,ridge,all,all,2,P08,119,95,24,1.364643741063634,1.1935625409340413,0.055759275480712356,0.05938243203476956
individual,P08,P08,valence,face,ridge,all,all,3,P08,119,95,24,1.5947509235337467,1.4356973452585045,-0.19779294576644402,0.03287297072578599
individual,P08,P08,valence,face,ridge,all,all,4,P08,119,95,24,1.2954486591887215,1.1267589340792503,0.016647158016214192,0.02333967118158997
individual,P08,P08,valence,face,ridge,all,all,5,P08,119,96,23,1.5739913208350502,1.4049445238938774,-0.15774765962534532,0.05339970106436853
individual,P09,P09,valence,face,ridge,all,all,1,P09,120,96,24,2.0031962311969655,1.8246541423950535,-0.010214161290504675,-0.00964349487069116
individual,P09,P09,valence,face,ridge,all,all,2,P09,120,96,24,2.05822175217399,1.8485135654264093,0.1029060934094228,0.10291948438899312
individual,P09,P09,valence,face,ridge,all,all,3,P09,120,96,24,2.0959707944615684,1.7000717770025142,-0.15438955156562728,-0.1493999070489085
individual,P09,P09,valence,face,ridge,all,all,4,P09,120,96,24,1.933826389780505,1.6712311319442168,0.031012921571108798,0.06543827772838295
individual,P09,P09,valence,face,ridge,all,all,5,P09,120,96,24,1.934627686481355,1.6586157709271756,-0.02512779283543276,-0.019638108412888045
individual,P10,P10,valence,face,ridge,all,all,1,P10,120,96,24,1.8812863105515623,1.7179229954862392,-0.15045214051172473,-0.008672238699741541
individual,P10,P10,valence,face,ridge,all,all,2,P10,120,96,24,2.0275167461882213,1.8636107435344045,-0.10440051954218044,-0.10054227055709042
individual,P10,P10,valence,face,ridge,all,all,3,P10,120,96,24,1.8723344958975776,1.6886906657945655,-0.003601691634268711,0.005364771445981131
individual,P10,P10,valence,face,ridge,all,all,4,P10,120,96,24,1.9045852020839042,1.691338547859285,-0.024722020691644975,-0.022555352646793425
individual,P10,P10,valence,face,ridge,all,all,5,P10,120,96,24,2.010973783592087,1.8241560170363,-0.15773010018773959,-0.03266218495804285
individual,P11,P11,valence,face,ridge,all,all,1,P11,120,96,24,2.1831533821709854,1.9466004468926215,0.0049628831139045815,0.015821672149952337
individual,P11,P11,valence,face,ridge,all,all,2,P11,120,96,24,2.1810956524421456,1.88665595454154,-0.1234664490277857,0.006142647410484536
individual,P11,P11,valence,face,ridge,all,all,3,P11,120,96,24,2.0598293562921755,1.694873854277887,-0.05522826372054834,-0.05521319853728679
individual,P11,P11,valence,face,ridge,all,all,4,P11,120,96,24,2.1859962312345917,1.984884049148291,0.07011425498926394,0.0998890195062806
individual,P11,P11,valence,face,ridge,all,all,5,P11,120,96,24,1.9908834856300248,1.7599287730164275,0.08531914153360987,0.08684048063770644
individual,P12,P12,valence,face,ridge,all,all,1,P12,120,96,24,1.6252448939997888,1.456575477474377,-0.05951147361566367,0.13570370010231092
individual,P12,P12,valence,face,ridge,all,all,2,P12,120,96,24,1.520681282148993,1.2791974819533627,-0.028558779646257637,0.028563393293983053
individual,P12,P12,valence,face,ridge,all,all,3,P12,120,96,24,2.2176025575046383,1.9837566100691986,-0.2834754849829819,-0.030928823872222733
individual,P12,P12,valence,face,ridge,all,all,4,P12,120,96,24,1.8134371224284564,1.5899390789097037,-0.00541784366927911,0.07242696813576444
individual,P12,P12,valence,face,ridge,all,all,5,P12,120,96,24,1.9108818772322522,1.6296301613064366,-0.04535112329580615,0.009192085179758336
individual,P13,P13,valence,face,ridge,all,all,1,P13,114,91,23,1.5346791013951369,1.1990187619753914,-0.0703796653891775,-0.058668991983764185
individual,P13,P13,valence,face,ridge,all,all,2,P13,114,91,23,1.5060296628904644,1.2823381323059555,-0.058058472462659605,0.13133043035613856
individual,P13,P13,valence,face,ridge,all,all,3,P13,114,91,23,1.252087135773771,0.979552534564188,0.04893917264149328,0.055163640911777057
individual,P13,P13,valence,face,ridge,all,all,4,P13,114,91,23,1.2893146174789816,1.1090139897559612,-0.400276631727692,-0.05330693922782004
individual,P13,P13,valence,face,ridge,all,all,5,P13,114,92,22,1.2025568300068439,1.0073554115149548,-0.010004585609981076,0.050962110250719506
individual,P14,P14,valence,face,ridge,all,all,1,P14,120,96,24,2.5487859625054354,2.2963263389502626,-0.09829013572494882,-0.09676450910849743
individual,P14,P14,valence,face,ridge,all,all,2,P14,120,96,24,2.330683838986464,2.088713391690449,0.0222243116837173,0.06921826175108281
individual,P14,P14,valence,face,ridge,all,all,3,P14,120,96,24,2.7074729155917194,2.513998795059448,-0.5171814312144194,-0.13531101705927306
individual,P14,P14,valence,face,ridge,all,all,4,P14,120,96,24,2.3962038898371643,2.1551965831557838,-0.13573929087992975,-0.005302866655988225
individual,P14,P14,valence,face,ridge,all,all,5,P14,120,96,24,2.4676528124960475,2.3713351976728947,0.13948901076071618,0.14706762691988395
individual,P15,P15,valence,face,ridge,all,all,1,P15,120,96,24,1.6906136144068848,1.3925746625185564,0.005251691544702841,0.006553415872677659
individual,P15,P15,valence,face,ridge,all,all,2,P15,120,96,24,1.890340663317744,1.5224540550654773,-0.11923403277548639,-0.11626554049985605
individual,P15,P15,valence,face,ridge,all,all,3,P15,120,96,24,1.9948064634621971,1.6493298889007029,-0.06905299821000077,-0.060876654130363805
individual,P15,P15,valence,face,ridge,all,all,4,P15,120,96,24,1.7170027423862508,1.3001721422693102,0.0924079698554473,0.09799863887768512
individual,P15,P15,valence,face,ridge,all,all,5,P15,120,96,24,1.274441464644528,0.9714661092687528,0.07188511611126303,0.0974122405494221
individual,P16,P16,valence,face,ridge,all,all,1,P16,120,96,24,1.7405281591431838,1.483585599675239,0.030040886539340117,0.03081411191282657
individual,P16,P16,valence,face,ridge,all,all,2,P16,120,96,24,1.9076053550151524,1.717454304436858,-0.11254772702649252,-0.08261622692510451
individual,P16,P16,valence,face,ridge,all,all,3,P16,120,96,24,1.72709867344857,1.419310287636008,-0.19397708188243135,-0.03406888833448973
individual,P16,P16,valence,face,ridge,all,all,4,P16,120,96,24,1.4055753374790019,1.1925186881301024,-0.24914358824766714,-0.021417866444432665
individual,P16,P16,valence,face,ridge,all,all,5,P16,120,96,24,1.8428154286068255,1.6987801080899498,0.01357641278217736,0.017620381429616083
individual,P17,P17,valence,face,ridge,all,all,1,P17,120,96,24,1.5729854522975575,1.4066690871625622,0.14710524100030098,0.1505937526763591
individual,P17,P17,valence,face,ridge,all,all,2,P17,120,96,24,1.7263063116967021,1.4651477633046568,-0.20544725106673445,-0.19214707804926823
individual,P17,P17,valence,face,ridge,all,all,3,P17,120,96,24,1.7867456108691164,1.4715581047655562,0.08741593563027805,0.09129683438509684
individual,P17,P17,valence,face,ridge,all,all,4,P17,120,96,24,1.8563095542260604,1.5850694010734516,0.05619122548744171,0.07280534420768447
individual,P17,P17,valence,face,ridge,all,all,5,P17,120,96,24,1.6986438242687136,1.5605825498309587,0.1446293747636056,0.1670494684163114
individual,P18,P18,valence,face,ridge,all,all,1,P18,120,96,24,2.0643021157123314,1.8557277708412894,-0.46451891262662226,-0.04451602141203237
individual,P18,P18,valence,face,ridge,all,all,2,P18,120,96,24,2.0736521984253042,1.904492428448523,-0.5185893693805277,-0.04385428627405119
individual,P18,P18,valence,face,ridge,all,all,3,P18,120,96,24,1.6746974623182356,1.472128435869452,-0.07697085067333287,-0.0345890710862633
individual,P18,P18,valence,face,ridge,all,all,4,P18,120,96,24,1.9041579793141843,1.6463381080073933,-0.05318756604491459,-0.03277150345314861
individual,P18,P18,valence,face,ridge,all,all,5,P18,120,96,24,1.8675667893185002,1.7291720024326958,-0.033955785094017976,-0.03367333646209114
individual,P19,P19,valence,face,ridge,all,all,1,P19,120,96,24,1.9643325546582622,1.6495380953203649,0.04856379540788247,0.07264780239393809
individual,P19,P19,valence,face,ridge,all,all,2,P19,120,96,24,1.6416220882668104,1.2746573705138629,-0.11594226777486605,-0.08051271178532748
individual,P19,P19,valence,face,ridge,all,all,3,P19,120,96,24,1.3835536096420908,1.0420194226358321,0.042889704623170544,0.04306684147355477
individual,P19,P19,valence,face,ridge,all,all,4,P19,120,96,24,1.6421365588391499,1.35515720529847,-0.003390689442264172,0.036295012756069056
individual,P19,P19,valence,face,ridge,all,all,5,P19,120,96,24,1.276824340566964,1.0086010358350828,-0.030781019186185476,0.05751198148929726
individual,P20,P20,valence,face,ridge,all,all,1,P20,120,96,24,1.6847405190695859,1.3838829499392933,-0.03474047794850521,-0.033822487660568834
individual,P20,P20,valence,face,ridge,all,all,2,P20,120,96,24,1.7488174140965957,1.494920234784826,-0.20411258534529186,0.0045282792396080795
individual,P20,P20,valence,face,ridge,all,all,3,P20,120,96,24,1.6225087121132875,1.2820069430139762,0.010222007814029377,0.011432051501567786
individual,P20,P20,valence,face,ridge,all,all,4,P20,120,96,24,1.9470281267125182,1.572286905278425,-0.6966348648770497,-0.2575331650436967
individual,P20,P20,valence,face,ridge,all,all,5,P20,120,96,24,1.5747722538654347,1.3204254166952334,-0.038100877390687904,-0.02347550091740347
individual,P21,P21,valence,face,ridge,all,all,1,P21,120,96,24,1.9782719233201704,1.6731695059352065,-0.18955696374448916,-0.17477160184501828
individual,P21,P21,valence,face,ridge,all,all,2,P21,120,96,24,2.1941862836700348,1.9525179223720988,0.16270374827030987,0.16893736413176907
individual,P21,P21,valence,face,ridge,all,all,3,P21,120,96,24,2.1065563559909766,1.7975863610894909,0.12434193345789457,0.1349646396060613
individual,P21,P21,valence,face,ridge,all,all,4,P21,120,96,24,1.7093139288566817,1.2348788014298802,-0.2759138482584351,-0.18288965341205854
individual,P21,P21,valence,face,ridge,all,all,5,P21,120,96,24,1.6706055012040277,1.3556690678643715,0.09279260800439026,0.11214502574015117
individual,P22,P22,valence,face,ridge,all,all,1,P22,120,96,24,2.024987018030964,1.8385049599053989,-0.20261187156807892,0.0027801766986592646
individual,P22,P22,valence,face,ridge,all,all,2,P22,120,96,24,1.9949757197759777,1.7219487684061907,-0.04012640587908889,-0.016417609096232022
individual,P22,P22,valence,face,ridge,all,all,3,P22,120,96,24,2.479904492384196,2.2753561581076522,-0.19674241345137,-0.1545267431337336
individual,P22,P22,valence,face,ridge,all,all,4,P22,120,96,24,2.1346642960311195,1.8558684633504041,0.07286753999010243,0.07289376423054905
individual,P22,P22,valence,face,ridge,all,all,5,P22,120,96,24,2.348933270183152,1.9542460420399925,-0.013739331571748004,0.09050652603875164
individual,P23,P23,valence,face,ridge,all,all,1,P23,120,96,24,1.8944328481881691,1.597311049111596,-0.033596235092769655,0.01765430159746717
individual,P23,P23,valence,face,ridge,all,all,2,P23,120,96,24,2.0921528560675897,1.717084896388324,-0.07606131375818248,-0.07465688881045862
individual,P23,P23,valence,face,ridge,all,all,3,P23,120,96,24,2.131283302278051,1.9410833638562377,-0.06357896926499129,-0.056626681029319226
individual,P23,P23,valence,face,ridge,all,all,4,P23,120,96,24,1.8161992250295278,1.5969803060937082,-0.05613222012160435,-0.0038257227336857547
individual,P23,P23,valence,face,ridge,all,all,5,P23,120,96,24,2.173721503020706,1.9354509312546477,-0.034449843965065785,-0.03442346651973516
individual,P24,P24,valence,face,ridge,all,all,1,P24,120,96,24,2.3979458569229117,2.225058535620137,0.06093475031056306,0.08769250764014624
individual,P24,P24,valence,face,ridge,all,all,2,P24,120,96,24,2.4544302609853856,2.1877528818767265,-0.32694274335735884,-0.16307535822447106
individual,P24,P24,valence,face,ridge,all,all,3,P24,120,96,24,2.439688343023868,2.239920313204997,-0.028005285033238403,-0.021499741881298773
individual,P24,P24,valence,face,ridge,all,all,4,P24,120,96,24,2.6820871027755246,2.562765862035755,-0.04108254941705791,-0.017222733195763285
individual,P24,P24,valence,face,ridge,all,all,5,P24,120,96,24,2.4775394882741106,2.3478119264741597,-0.06270042187903346,-0.06004280823386754
individual,P25,P25,valence,face,ridge,all,all,1,P25,120,96,24,1.999068044261995,1.8048653175930973,-0.027613068865865786,-0.02575954039087347
individual,P25,P25,valence,face,ridge,all,all,2,P25,120,96,24,2.003443195421789,1.7628414916216713,-0.048974569452974404,-0.044165211698514506
individual,P25,P25,valence,face,ridge,all,all,3,P25,120,96,24,1.4650708750541148,1.375377231790696,-0.3096877301956926,-0.018274211232073068
individual,P25,P25,valence,face,ridge,all,all,4,P25,120,96,24,1.961544050493698,1.799813548984251,-0.16952470486948856,-0.04072498665572932
individual,P25,P25,valence,face,ridge,all,all,5,P25,120,96,24,1.770979908321456,1.6093201883542878,-0.14049812206482626,-0.09424450974156828
individual,P26,P26,valence,face,ridge,all,all,1,P26,120,96,24,2.4886869704505763,2.165252193486673,-0.05703472416263966,0.003807595543653508
individual,P26,P26,valence,face,ridge,all,all,2,P26,120,96,24,2.2060121088243605,1.9283259847655447,-0.2187382210370037,-0.03221582091116715
individual,P26,P26,valence,face,ridge,all,all,3,P26,120,96,24,1.938286701960667,1.7609179395368575,-0.036898071520169884,0.013064324769045954
individual,P26,P26,valence,face,ridge,all,all,4,P26,120,96,24,2.2527386603297304,1.9614370838973396,-0.08142912605425523,-0.061176731561063846
individual,P26,P26,valence,face,ridge,all,all,5,P26,120,96,24,2.0936432082154526,1.8656801465528676,-0.15182706422657644,-0.009639431809472132
individual,P27,P27,valence,face,ridge,all,all,1,P27,120,96,24,1.6759369167277176,1.3989051376002781,-0.023954670973459047,0.009584589165996138
individual,P27,P27,valence,face,ridge,all,all,2,P27,120,96,24,1.634173931048149,1.3832976804542867,-0.051416319661243604,-0.0164083970835176
individual,P27,P27,valence,face,ridge,all,all,3,P27,120,96,24,1.6425829371697258,1.2871793823128364,-0.15718044255929042,-0.05133557397564492
individual,P27,P27,valence,face,ridge,all,all,4,P27,120,96,24,1.579383220398786,1.3001119732678994,-0.03890381891633443,0.05850932887026539
individual,P27,P27,valence,face,ridge,all,all,5,P27,120,96,24,1.6760757849692414,1.4529043103736614,-0.14354523059300983,0.02262995190189676
individual,P28,P28,valence,face,ridge,all,all,1,P28,117,93,24,1.532536491662538,1.2714265492902352,0.00233567506804111,0.060325178649011546
individual,P28,P28,valence,face,ridge,all,all,2,P28,117,93,24,1.5684412074217484,1.2012044030614228,-0.057436197743156336,-0.05368892234802303
individual,P28,P28,valence,face,ridge,all,all,3,P28,117,94,23,1.4870703539063541,1.1031970224880003,0.09034285566086109,0.12107010022114062
individual,P28,P28,valence,face,ridge,all,all,4,P28,117,94,23,1.6690106482155085,1.3620111646975261,-0.18837142879050117,-0.059611511953696406
individual,P28,P28,valence,face,ridge,all,all,5,P28,117,94,23,1.6756937715339648,1.333030355526445,0.08982515512154676,0.09332787122730202
individual,P29,P29,valence,face,ridge,all,all,1,P29,120,96,24,1.787163155187708,1.4573147611770783,-0.09768283682460566,-0.0017724274876180779
individual,P29,P29,valence,face,ridge,all,all,2,P29,120,96,24,2.217959292310064,2.0134506774247862,-0.10858443320440814,-0.058964683012376895
individual,P29,P29,valence,face,ridge,all,all,3,P29,120,96,24,2.2090865709951877,1.9765299121761437,-0.4896219201987997,-0.00627846814557631
individual,P29,P29,valence,face,ridge,all,all,4,P29,120,96,24,1.9219390588635963,1.6767718977153148,-0.3331187053180702,-0.09181395815629911
individual,P29,P29,valence,face,ridge,all,all,5,P29,120,96,24,2.181153063263593,1.9162449222854085,-0.1898736095446263,-0.15040975022306946
individual,P30,P30,valence,face,ridge,all,all,1,P30,120,96,24,2.2022607521734288,1.9492433644949105,-0.058572411612187514,-0.041472855168915856
individual,P30,P30,valence,face,ridge,all,all,2,P30,120,96,24,1.9699870973314833,1.6914880423754786,0.019144748458159944,0.03049993363858583
individual,P30,P30,valence,face,ridge,all,all,3,P30,120,96,24,1.6072332302613739,1.3916412310946085,0.05827694549437179,0.06972324959785614
individual,P30,P30,valence,face,ridge,all,all,4,P30,120,96,24,1.7947717807391628,1.561610920825612,-0.017222866822407923,0.012154093961726842
individual,P30,P30,valence,face,ridge,all,all,5,P30,120,96,24,1.7736524177227178,1.50057028865249,-0.12757032343667585,-0.1104730758525807
individual,P31,P31,valence,face,ridge,all,all,1,P31,120,96,24,2.034459341156534,1.8434153768961838,-0.0686142048551277,-0.01657403529433865
individual,P31,P31,valence,face,ridge,all,all,2,P31,120,96,24,2.275470970120115,2.0641237178182075,-0.19534847545290623,-0.08144026043897279
individual,P31,P31,valence,face,ridge,all,all,3,P31,120,96,24,2.391214891595021,2.159837953745152,-0.12830263339657888,-0.04820018342090915
individual,P31,P31,valence,face,ridge,all,all,4,P31,120,96,24,2.010677872155445,1.8960565990184695,-0.025392994809121827,0.0033827363960999834
individual,P31,P31,valence,face,ridge,all,all,5,P31,120,96,24,2.195822061497018,2.041098098458282,-0.11447090161959839,-0.003018241176133918
individual,P32,P32,valence,face,ridge,all,all,1,P32,120,96,24,1.6409727321944205,1.3901158522435029,-0.14384064048380396,-0.028519508703769736
individual,P32,P32,valence,face,ridge,all,all,2,P32,120,96,24,1.5738094037208958,1.2983405543677262,-0.027867866428260113,-0.02013280661141148
individual,P32,P32,valence,face,ridge,all,all,3,P32,120,96,24,1.3673244467564714,1.1313108185820806,0.04447572476132644,0.04639098789626783
individual,P32,P32,valence,face,ridge,all,all,4,P32,120,96,24,1.636391509004573,1.1573503604848012,-0.3685888645497284,-0.16468332530009855
individual,P32,P32,valence,face,ridge,all,all,5,P32,120,96,24,1.3823823504078256,1.090426152821462,0.0020625253615763617,0.0025674338311673095
individual,P33,P33,valence,face,ridge,all,all,1,P33,120,96,24,1.6410716329709898,1.4665750337076124,0.19206516863737877,0.2217452302947054
individual,P33,P33,valence,face,ridge,all,all,2,P33,120,96,24,1.7244597837148543,1.3734556499818849,-0.12689911203574478,0.10094897341905551
individual,P33,P33,valence,face,ridge,all,all,3,P33,120,96,24,1.549929302321883,1.2667150413184733,0.2097579868047429,0.2349085812002214
individual,P33,P33,valence,face,ridge,all,all,4,P33,120,96,24,1.0874404921417722,0.9439411982071141,0.46409484610941376,0.5146316767840697
individual,P33,P33,valence,face,ridge,all,all,5,P33,120,96,24,1.560488026765848,1.3250845678708958,-0.04362409214838747,0.05671264244269347
individual,P34,P34,valence,face,ridge,all,all,1,P34,120,96,24,1.441956449221483,1.314882659998472,-0.1881362294008153,-0.06990225732832256
individual,P34,P34,valence,face,ridge,all,all,2,P34,120,96,24,1.8919922197237036,1.4827113831510388,-0.3225590162085539,-0.0753597055322921
individual,P34,P34,valence,face,ridge,all,all,3,P34,120,96,24,1.6569779771238295,1.3750078611040053,-0.032279233422888964,-0.02437200667966799
individual,P34,P34,valence,face,ridge,all,all,4,P34,120,96,24,1.6541532939301855,1.4864339409538057,-0.2313004039190374,-0.012450705980398658
individual,P34,P34,valence,face,ridge,all,all,5,P34,120,96,24,1.9047116903001287,1.6203863816459474,-0.06237200556359945,-0.056246876030999315
individual,P35,P35,valence,face,ridge,all,all,1,P35,120,96,24,2.02596392316175,1.8067594974062604,-0.280026624331835,-0.03978126314683328
individual,P35,P35,valence,face,ridge,all,all,2,P35,120,96,24,2.078401494307985,1.9030693470786098,-0.03847145092153581,0.04409305866791979
individual,P35,P35,valence,face,ridge,all,all,3,P35,120,96,24,2.1912359514099506,1.927140094358373,-0.20877300567169899,-0.08226653005671225
individual,P35,P35,valence,face,ridge,all,all,4,P35,120,96,24,2.1468199464089137,1.9061936084914308,-0.04392035713893905,-0.03459314408341263
individual,P35,P35,valence,face,ridge,all,all,5,P35,120,96,24,2.155836371578122,1.9895073279013973,-0.05895377592840778,0.028105550869671037
individual,P36,P36,valence,face,ridge,all,all,1,P36,120,96,24,2.2995742829375367,1.8430251856271618,-0.5019290554549642,-0.10563504792461909
individual,P36,P36,valence,face,ridge,all,all,2,P36,120,96,24,1.7496619641168274,1.4260051894286727,-0.02043899622571832,0.11746971821820118
individual,P36,P36,valence,face,ridge,all,all,3,P36,120,96,24,1.7528382060133598,1.581180162756607,-0.07451515679480081,0.2988926562538631
individual,P36,P36,valence,face,ridge,all,all,4,P36,120,96,24,1.8819583134113387,1.5277919944337572,0.1813572047316221,0.1915474705237551
individual,P36,P36,valence,face,ridge,all,all,5,P36,120,96,24,2.0688240771302233,1.7813790102517355,0.10645195948622577,0.10726671863762738
individual,P37,P37,valence,face,ridge,all,all,1,P37,120,96,24,1.8525879866429074,1.5689591200489286,0.03472686767866917,0.03610046982056481
individual,P37,P37,valence,face,ridge,all,all,2,P37,120,96,24,1.8333005685456394,1.5552515346026359,0.0397168643914958,0.08929740035092426
individual,P37,P37,valence,face,ridge,all,all,3,P37,120,96,24,1.2450721535764628,0.8825665473381427,-0.09560477121992883,-0.022403423902168873
individual,P37,P37,valence,face,ridge,all,all,4,P37,120,96,24,1.6548989741338218,1.327812132498791,-0.10778496769899215,-0.1067967458231811
individual,P37,P37,valence,face,ridge,all,all,5,P37,120,96,24,1.85192219505432,1.4646829039059173,0.038706223686593155,0.03995407779123472
individual,P38,P38,valence,face,ridge,all,all,1,P38,120,96,24,1.5531181761255948,1.3199840298666297,-0.23284242746294237,0.06421433488009465
individual,P38,P38,valence,face,ridge,all,all,2,P38,120,96,24,1.4885013042716537,1.2260405150023403,-0.035881828330687204,0.0659984073012656
individual,P38,P38,valence,face,ridge,all,all,3,P38,120,96,24,1.831987103352764,1.6164926140740175,-0.16175348929452515,-0.07961829937910725
individual,P38,P38,valence,face,ridge,all,all,4,P38,120,96,24,1.3793791753612692,1.204165646889316,0.19356316421919573,0.2492574531005548
individual,P38,P38,valence,face,ridge,all,all,5,P38,120,96,24,1.6861591324541463,1.514682339910857,0.084091504979806,0.12395102016058357
individual,P39,P39,valence,face,ridge,all,all,1,P39,120,96,24,0.8584135583265754,0.742751550672228,-0.1169456057381113,-0.019284614543962686
individual,P39,P39,valence,face,ridge,all,all,2,P39,120,96,24,1.2703820359913078,1.0209000520715084,-0.02377689207575595,-0.011456968656837985
individual,P39,P39,valence,face,ridge,all,all,3,P39,120,96,24,1.3462895879914063,1.134847141618484,0.02247425362656874,0.026565522310480705
individual,P39,P39,valence,face,ridge,all,all,4,P39,120,96,24,1.525248087813434,1.221326492593606,-0.27013827120572276,-0.14237293868598955
individual,P39,P39,valence,face,ridge,all,all,5,P39,120,96,24,1.5842017377455924,1.2635384550661426,-0.20868261206075656,0.03997307205420697
individual,P40,P40,valence,face,ridge,all,all,1,P40,120,96,24,2.0962361675351726,1.8345881822586463,-0.13449695041127208,-0.05567084979061576
individual,P40,P40,valence,face,ridge,all,all,2,P40,120,96,24,2.111971780527129,1.799865259154575,-0.3557808368358468,-0.1520070505408575
individual,P40,P40,valence,face,ridge,all,all,3,P40,120,96,24,2.187640419765532,2.0135617305375617,0.02109237600619962,0.021404913830571526
individual,P40,P40,valence,face,ridge,all,all,4,P40,120,96,24,1.9986368938233368,1.7960112885467108,0.007822132983771324,0.06516341611475762
individual,P40,P40,valence,face,ridge,all,all,5,P40,120,96,24,2.302159198534209,2.0682894934738845,-0.2235525842997621,-0.03088891659656845
individual,P41,P41,valence,face,ridge,all,all,1,P41,120,96,24,1.8759795681861824,1.6464352333016752,-0.007513131205348245,-0.0011003146974304379
individual,P41,P41,valence,face,ridge,all,all,2,P41,120,96,24,1.8492928119854297,1.4800081066762127,-0.2635363239060444,-0.1521809240911931
individual,P41,P41,valence,face,ridge,all,all,3,P41,120,96,24,1.9353821908221793,1.6497488277466055,-0.07876281667087759,-0.004961561648360258
individual,P41,P41,valence,face,ridge,all,all,4,P41,120,96,24,2.2593142963912753,1.9041792431175804,-0.7669426849577703,-0.1292773108450782
individual,P41,P41,valence,face,ridge,all,all,5,P41,120,96,24,2.0170530778012883,1.6629741373905933,-0.08694702984812896,-0.07910929078591122
individual,P42,P42,valence,face,ridge,all,all,1,P42,120,96,24,1.1870128368408206,1.0172633534356226,0.023364984958919255,0.11307265758852358
individual,P42,P42,valence,face,ridge,all,all,2,P42,120,96,24,1.4652462629594265,1.267613157156503,-0.03398097659125532,-0.010414345276789971
individual,P42,P42,valence,face,ridge,all,all,3,P42,120,96,24,1.5306983234705422,1.3423873597648714,0.11906689431729456,0.12095386114818962
individual,P42,P42,valence,face,ridge,all,all,4,P42,120,96,24,1.1917560991530214,0.9777787786377182,-0.007491105325386327,0.039690462800757276
individual,P42,P42,valence,face,ridge,all,all,5,P42,120,96,24,1.3543012753664871,1.184904653719108,-0.00423954373436608,0.007220099003819258
individual,P43,P43,valence,face,ridge,all,all,1,P43,120,96,24,1.1907088823479455,0.9560190644447264,-0.005721283351380446,0.0028888391882219144
individual,P43,P43,valence,face,ridge,all,all,2,P43,120,96,24,1.3412761734000203,0.9692146422393675,-0.1475487723570612,0.0032498944145694653
individual,P43,P43,valence,face,ridge,all,all,3,P43,120,96,24,1.415787701055981,1.1143681072451208,-0.20770499281355082,-0.03642589762389892
individual,P43,P43,valence,face,ridge,all,all,4,P43,120,96,24,1.5339473131948957,1.245109446655469,0.026347161520894002,0.0317621980712397
individual,P43,P43,valence,face,ridge,all,all,5,P43,120,96,24,1.1401090661872924,0.9418333030882229,-0.17722144857581235,-0.07659014700670208
individual,P44,P44,valence,face,ridge,all,all,1,P44,120,96,24,2.3225140943576252,1.9778745666933741,0.10693150047423483,0.14185403837682464
individual,P44,P44,valence,face,ridge,all,all,2,P44,120,96,24,1.7687181189961996,1.465978463440172,0.1955635982803119,0.22217555902231578
individual,P44,P44,valence,face,ridge,all,all,3,P44,120,96,24,1.8984733720801412,1.5864349699624631,-0.00631112905015474,-0.0008456467102504472
individual,P44,P44,valence,face,ridge,all,all,4,P44,120,96,24,1.9284241433811076,1.5548742813626764,0.08303076463078285,0.09169580078551742
individual,P44,P44,valence,face,ridge,all,all,5,P44,120,96,24,2.089537747611281,1.884789148302269,-0.18237553702249043,-0.01037065963333128
individual,P45,P45,valence,face,ridge,all,all,1,P45,120,96,24,1.5898853117006753,1.411809580831802,-0.002737971978136633,0.04654408637801344
individual,P45,P45,valence,face,ridge,all,all,2,P45,120,96,24,1.2452893906621691,0.966611186114917,-0.06463588069315374,-0.0638226173410843
individual,P45,P45,valence,face,ridge,all,all,3,P45,120,96,24,1.6796083496751715,1.4033554955657,-0.3030830023897084,-0.2705976730132609
individual,P45,P45,valence,face,ridge,all,all,4,P45,120,96,24,1.3851865714236886,1.0700866686347996,-0.0019902978130985627,0.0532225854496694
individual,P45,P45,valence,face,ridge,all,all,5,P45,120,96,24,1.5799747714792123,1.3758717108794398,-0.0827413256191376,-0.037103991824167126
individual,P46,P46,valence,face,ridge,all,all,1,P46,120,96,24,1.7505316512451938,1.508888370059415,0.04020012413351515,0.047124490906765515
individual,P46,P46,valence,face,ridge,all,all,2,P46,120,96,24,1.4769575010164135,1.1975123700259542,0.04158017326484997,0.053630990103863185
individual,P46,P46,valence,face,ridge,all,all,3,P46,120,96,24,1.6182734252633655,1.406985215886447,-0.1648138334009639,-0.1401646358515991
individual,P46,P46,valence,face,ridge,all,all,4,P46,120,96,24,1.307625890612761,1.0965670842218653,-0.025931281880489543,-0.024712441111963468
individual,P46,P46,valence,face,ridge,all,all,5,P46,120,96,24,1.5909170560891654,1.343138410893939,-0.004039833132727377,0.030740217891745525
