mode,participant,held_out_participant,target,modality,regressor,feature_count_request,feature_count_resolved,fold,training_participants,sample_size,train_size,test_size,rmse,mae,r2,explained_variance
individual,P05,P05,valence,eeg,knn,all,all,2,P05,117,93,24,1.9601751200791755,1.7727272727272727,-0.24895994627166362,-0.2286439191836276
individual,P05,P05,valence,eeg,knn,all,all,3,P05,117,94,23,1.9935216673415566,1.7312252964426877,-0.26189318702687725,-0.2618138164356656
individual,P05,P05,valence,eeg,knn,all,all,4,P05,117,94,23,2.2547908829820913,1.948616600790514,-0.09328428408251033,-0.09118457300275473
individual,P05,P05,valence,eeg,knn,all,all,5,P05,117,94,23,1.8425247874929798,1.4782608695652177,-0.1409789240446513,-0.03806693479790413
individual,P06,P06,valence,eeg,knn,all,all,1,P06,115,92,23,1.6249363195937492,1.3060756932883226,-0.016580163469251064,0.10772153394703265
individual,P06,P06,valence,eeg,knn,all,all,2,P06,115,92,23,1.9084245142672063,1.5819621076230177,-0.3124403971396703,-0.29461585664580126
individual,P06,P06,valence,eeg,knn,all,all,3,P06,115,92,23,1.5754518788114495,1.2308881613790046,0.01129237855698173,0.1290287326406887
individual,P06,P06,valence,eeg,knn,all,all,4,P06,115,92,23,2.0165731684825414,1.6732971797002834,-0.14304682512929134,-0.13050667902157453
individual,P06,P06,valence,eeg,knn,all,all,5,P06,115,92,23,2.0011262257685654,1.6009481453095058,-0.28542704168790944,-0.09785343116509737
individual,P07,P07,valence,eeg,knn,all,all,1,P07,119,95,24,0.6295632313429314,0.465909090909091,-0.29714500375657416,-0.0735818933132979
individual,P07,P07,valence,eeg,knn,all,all,2,P07,119,95,24,0.8815956467416008,0.6309523809523809,-0.27542298970870394,-0.20006977149834326
individual,P07,P07,valence,eeg,knn,all,all,3,P07,119,95,24,0.8182781701508917,0.6339013561312474,-0.2401208949112641,0.014299590035709131
individual,P07,P07,valence,eeg,knn,all,all,4,P07,119,95,24,0.8862665059445881,0.5492424242424242,-0.11162101244745881,-0.10087924137510917
individual,P07,P07,valence,eeg,knn,all,all,5,P07,119,96,23,1.1533512855703147,0.8616600790513835,-0.3637324620411302,-0.1253443526170801
individual,P08,P08,valence,eeg,knn,all,all,1,P08,109,87,22,1.4262968905656024,1.201298701298701,0.1113607898032859,0.11948353348559626
individual,P08,P08,valence,eeg,knn,all,all,2,P08,109,87,22,1.3837112313628264,1.1558441558441557,-0.6286359886661168,-0.3250600767547791
individual,P08,P08,valence,eeg,knn,all,all,3,P08,109,87,22,1.144844386880943,0.9710743801652891,0.032982261640798316,0.05849375125982681
individual,P08,P08,valence,eeg,knn,all,all,4,P08,109,87,22,1.4604293456863127,1.1719466878431015,-0.12206660314239937,-0.07496269055668003
individual,P08,P08,valence,eeg,knn,all,all,5,P08,109,88,21,1.6171308421295743,1.432900432900433,-0.020588020185767553,0.11270386893878437
individual,P09,P09,valence,eeg,knn,all,all,1,P09,115,92,23,2.1098131515173297,1.9130434782608692,-0.24986401361618493,-0.17343089259707667
individual,P09,P09,valence,eeg,knn,all,all,2,P09,115,92,23,2.3112933382495133,2.16205533596838,-0.037429764201891036,-0.03674712685525683
