mode,participant,target,modality,regressor,feature_count_request,feature_count_resolved,folds,rmse_mean,rmse_std,rmse_median,rmse_min,rmse_max,mae_mean,mae_std,mae_median,mae_min,mae_max,r2_mean,r2_std,r2_median,r2_min,r2_max,explained_variance_mean,explained_variance_std,explained_variance_median,explained_variance_min,explained_variance_max
individual,P01,arousal,eeg,knn,10,10,5,1.632826635389024,0.09204543478467006,1.6367083806929377,1.5252692486875015,1.7736416842188023,1.375547967389882,0.0860640533163614,1.4070100121854932,1.2603305785123966,1.4708883174000018,-0.2857821073258455,0.09080555991562059,-0.32789975288551676,-0.3799019607843135,-0.1494203302662771,-0.2058815296116816,0.11243133513777416,-0.2142560021347899,-0.37989183276616423,-0.08130188017073303
individual,P01,arousal,eeg,knn,20,20,5,1.5931899265296923,0.1342726810210809,1.56843596238824,1.4492413622031222,1.7603877402351855,1.3325186158838718,0.14402839945009366,1.2629967295503384,1.202479338842975,1.5279503105590064,-0.23299395065980494,0.21534994113188602,-0.2457664884135473,-0.5302040816326525,0.051096067053514105,-0.15802250486896466,0.20200448528774176,-0.10532924278552414,-0.4615510204081632,0.06341216810269068
individual,P01,arousal,eeg,knn,5,5,5,1.614428955388257,0.06813847616344215,1.6082292131731972,1.5253923883356002,1.698985422263494,1.3998239486158057,0.09588277765822122,1.4387351778656128,1.2396694214876032,1.4710743801652897,-0.2652019835105761,0.17608046919193632,-0.238555770470664,-0.534090909090909,-0.06949840283173647,-0.2076972062065418,0.19793362592813665,-0.1664075690473612,-0.5340807810727592,-0.039988910305494674
individual,P01,arousal,eeg,knn,all,all,5,1.5440827682529685,0.16307629326121198,1.637900025335238,1.3254997781623126,1.6825305616567832,1.3210061085159899,0.183660931487352,1.391304347826087,1.1198347107438016,1.518181818181818,-0.15360254728340386,0.20318539004314173,-0.1335120006336974,-0.45912,0.08141241474574779,-0.09063396779079236,0.1801551577444309,-0.013662696483552006,-0.3424799999999997,0.10781474417838033
individual,P01,arousal,eeg,ridge,10,10,5,1.6173391216773116,0.16375142469375054,1.5420743608651788,1.4982722597758709,1.8933471737592604,1.3815471864095374,0.1620304843998086,1.351083818062604,1.2049254011919375,1.587453816490195,-0.2682498365658257,0.2213584106247021,-0.3314862328141237,-0.5146484842509369,-0.020344657684282508,-0.18194531980195844,0.14073041814255283,-0.24897324264853116,-0.3139903805556965,-0.012924912301446323
individual,P01,arousal,eeg,ridge,20,20,5,1.6060263304188158,0.1632067133974595,1.5489409188071477,1.4663848964373363,1.874102426280988,1.3466232926068566,0.1698248874908509,1.2602678433203003,1.195212284149959,1.5616491420499814,-0.25361841113565065,0.23474619724230916,-0.3379039300729201,-0.48401396910361005,0.07736012622537602,-0.1695347484531125,0.16517939827440262,-0.23297398339337927,-0.3121768052049114,0.08397167534565797
individual,P01,arousal,eeg,ridge,5,5,5,1.5556504078665134,0.09111821017137942,1.563925407149601,1.441619341035483,1.6803228751578079,1.3564953109647873,0.10280996864639115,1.3860493096106339,1.246243284768444,1.4526165677777598,-0.16834706143275854,0.10615740960187678,-0.19299005300948946,-0.29386135725873586,-0.03308608405556823,-0.09900145148136894,0.08246443536988032,-0.07573903242003399,-0.22195499312435096,-0.024548246707351007
individual,P01,arousal,eeg,ridge,all,all,5,1.6104784912647634,0.17324774351014202,1.516408373535325,1.4777803999034267,1.8957760442501768,1.3286413969131723,0.20454837899281467,1.2486355527023398,1.1388251083195926,1.6264548127841507,-0.26247927379326363,0.2561163229965417,-0.36391576958183336,-0.5185370946206525,0.06296445336529599,-0.21144254846051194,0.21776965656062838,-0.29908900164804675,-0.45266420810258734,0.0687746064500333
individual,P01,arousal,eeg,svr,10,10,5,1.5422959935132898,0.1824407128452022,1.5216822499318547,1.364844225032518,1.8141589329339627,1.2820130594095767,0.1399915795351347,1.2205496339783761,1.1530361405346825,1.4896891517482223,-0.14188691332112335,0.14360645120330728,-0.1048959352507759,-0.39059929980545216,-0.028724380235779723,-0.021161439585041776,0.0361546637090972,-0.0038740597603736937,-0.0811463847645828,0.00730962561429549
individual,P01,arousal,eeg,svr,20,20,5,1.5639969519634949,0.14753552978537174,1.520227596598088,1.4232183272697272,1.8006591410668746,1.3064787975470868,0.1476417750831287,1.2161023809485692,1.1781118333902802,1.4752959614253258,-0.1895064367965575,0.21752170520079298,-0.2901474246655704,-0.3699804297769733,0.13088085370124392,-0.04839249484886243,0.1482381479497474,0.008319509885105547,-0.2148613077304551,0.1314765402061645
