experiment,target,factor,level,n_configurations,median_ba,mean_ba,upper_quartile_ba,maximum_ba,fraction_ba_ge_55,fraction_ba_ge_60,fraction_ba_ge_65
feature_family_top5,valence,classifier × channel_subset,svm × all_channels,245,0.5405555555555556,0.5372899617389412,0.5670529470529471,0.6703535353535353,0.4163265306122449,0.11020408163265306,0.00816326530612245
feature_family_top5,valence,classifier × channel_subset,gnb × all_channels,245,0.5382323232323232,0.5333479491030512,0.5745654345654346,0.6632667332667332,0.4204081632653061,0.07755102040816327,0.004081632653061225
feature_family_top5,valence,classifier × channel_subset,gnb × posterior,65,0.5245177045177045,0.527196666581282,0.5651348651348652,0.6223809523809524,0.3076923076923077,0.09230769230769231,0.0
feature_family_top5,valence,classifier × channel_subset,svm × posterior,65,0.5430869130869131,0.5254799730184346,0.5675024975024975,0.6247619047619047,0.4153846153846154,0.1076923076923077,0.0
feature_family_top5,valence,classifier × channel_subset,knn × frontal_central,35,0.5203174603174603,0.5228067646639074,0.548395770895771,0.6159951159951161,0.2571428571428571,0.02857142857142857,0.0
feature_family_top5,valence,classifier × channel_subset,logreg × midline,80,0.5208902208902209,0.521296509046509,0.5507142857142857,0.6171428571428571,0.2625,0.025,0.0
feature_family_top5,valence,classifier × channel_subset,knn × all_channels,245,0.5214141414141414,0.5196669951363829,0.5532167832167831,0.6395804195804196,0.27755102040816326,0.053061224489795916,0.0
feature_family_top5,valence,classifier × channel_subset,gnb × midline,80,0.5078502053502054,0.5161055264180264,0.5436574536574537,0.5943101343101344,0.225,0.0,0.0
feature_family_top5,valence,classifier × channel_subset,knn × posterior,65,0.5057575757575757,0.511953175030098,0.5355944055944055,0.6655444555444556,0.2,0.03076923076923077,0.015384615384615385
feature_family_top5,valence,classifier × channel_subset,svm × midline,80,0.5095354645354646,0.5104484543234543,0.5455067155067155,0.5948251748251748,0.2,0.0,0.0
feature_family_top5,valence,classifier × channel_subset,knn × midline,80,0.4991919191919192,0.4979631687756688,0.5340084915084915,0.6168431568431569,0.125,0.0125,0.0
feature_family_top5,arousal,feature_family,all_eeg,140,0.5503046953046953,0.5459188759419852,0.5844444444444444,0.6950000000000001,0.5071428571428571,0.14285714285714285,0.03571428571428571
feature_family_top5,arousal,feature_family,bandpower_all,140,0.5203968253968254,0.5287932985548532,0.5570055597996775,0.6524743230625584,0.29285714285714287,0.07857142857142857,0.007142857142857143
feature_family_top5,arousal,feature_family,entropy_all_bands,140,0.5256788962671315,0.5258702394127813,0.57125,0.6573295985060692,0.35,0.11428571428571428,0.007142857142857143
feature_family_top5,arousal,feature_family,time_statistical,60,0.5055755355755356,0.5187614863350157,0.5485203685203685,0.64375,0.23333333333333334,0.06666666666666667,0.0
feature_family_top5,arousal,feature_family,hjorth,180,0.5035370185370185,0.5151554248674347,0.5427497665732961,0.66875,0.23333333333333334,0.12222222222222222,0.022222222222222223
feature_family_top5,arousal,feature_family,paper_compact,560,0.5071428571428571,0.5125653994115128,0.5413048552754435,0.705,0.18928571428571428,0.05357142857142857,0.014285714285714285
feature_family_top5,arousal,feature_family,bandpower_beta_gamma,240,0.5069514472455648,0.5086775404946361,0.5311904761904762,0.6010689310689311,0.12083333333333333,0.004166666666666667,0.0
feature_family_top5,arousal,feature_family,entropy_beta_gamma,240,0.49663865546218483,0.4987640286252419,0.52,0.6675,0.09166666666666666,0.016666666666666666,0.004166666666666667
feature_family_top5,valence,feature_family,time_statistical,60,0.5603207903207903,0.557527824027824,0.5877272727272728,0.6284215784215784,0.6166666666666667,0.21666666666666667,0.0
feature_family_top5,valence,feature_family,hjorth,180,0.548024198024198,0.546319782069782,0.5825671550671552,0.6703535353535353,0.4888888888888889,0.14444444444444443,0.022222222222222223
feature_family_top5,valence,feature_family,bandpower_all,140,0.5435248085248084,0.543242784992785,0.5713528138528139,0.6546053946053947,0.4,0.10714285714285714,0.014285714285714285
feature_family_top5,valence,feature_family,all_eeg,140,0.5413131313131314,0.5422307058021344,0.5727072927072927,0.6699900099900099,0.40714285714285714,0.12857142857142856,0.02142857142857143
feature_family_top5,valence,feature_family,paper_compact,560,0.5356993006993007,0.5338171481296481,0.5676384726384727,0.6655444555444556,0.3821428571428571,0.09107142857142857,0.0035714285714285713
feature_family_top5,valence,feature_family,bandpower_beta_gamma,240,0.5281823731823733,0.5224841292966294,0.552880452880453,0.6438095238095238,0.2791666666666667,0.03333333333333333,0.0
feature_family_top5,valence,feature_family,entropy_beta_gamma,240,0.5039990564990565,0.5071249283124283,0.5379372016872017,0.6003785103785104,0.1625,0.004166666666666667,0.0
feature_family_top5,valence,feature_family,entropy_all_bands,140,0.4909290709290709,0.49086965811965816,0.5411363636363636,0.6155444555444556,0.19285714285714287,0.007142857142857143,0.0
feature_family_top5,arousal,feature_family × channel_subset,all_eeg × all_channels,140,0.5503046953046953,0.5459188759419852,0.5844444444444444,0.6950000000000001,0.5071428571428571,0.14285714285714285,0.03571428571428571
feature_family_top5,arousal,feature_family × channel_subset,bandpower_all × all_channels,140,0.5203968253968254,0.5287932985548532,0.5570055597996775,0.6524743230625584,0.29285714285714287,0.07857142857142857,0.007142857142857143
feature_family_top5,arousal,feature_family × channel_subset,entropy_all_bands × all_channels,140,0.5256788962671315,0.5258702394127813,0.57125,0.6573295985060692,0.35,0.11428571428571428,0.007142857142857143
feature_family_top5,arousal,feature_family × channel_subset,paper_compact × all_channels,140,0.5149644799644799,0.5207669899544899,0.5542061063936063,0.65625,0.2714285714285714,0.06428571428571428,0.014285714285714285
