experiment,target,factor,level,n_configurations,median_ba,mean_ba,upper_quartile_ba,maximum_ba,fraction_ba_ge_55,fraction_ba_ge_60,fraction_ba_ge_65
feature_family_top5,arousal,feature_family × channel_subset,hjorth × all_channels,120,0.5071661998132586,0.5199922813433843,0.5510595654345654,0.66875,0.26666666666666666,0.16666666666666666,0.03333333333333333
feature_family_top5,arousal,feature_family × channel_subset,paper_compact × frontal_central,140,0.5015514550808668,0.5195902843071961,0.5542013888888888,0.705,0.2714285714285714,0.12142857142857143,0.04285714285714286
feature_family_top5,arousal,feature_family × channel_subset,time_statistical × all_channels,60,0.5055755355755356,0.5187614863350157,0.5485203685203685,0.64375,0.23333333333333334,0.06666666666666667,0.0
feature_family_top5,arousal,feature_family × channel_subset,bandpower_beta_gamma × midline,60,0.5096825396825397,0.5118135587179704,0.5375297619047619,0.5955044955044955,0.13333333333333333,0.0,0.0
feature_family_top5,arousal,feature_family × channel_subset,entropy_beta_gamma × midline,60,0.5046825396825397,0.5116800337462102,0.5245238095238096,0.6675,0.13333333333333333,0.06666666666666667,0.016666666666666666
feature_family_top5,arousal,feature_family × channel_subset,bandpower_beta_gamma × all_channels,120,0.5051925851925851,0.508524206730089,0.5276055194805196,0.6010689310689311,0.125,0.008333333333333333,0.0
feature_family_top5,arousal,feature_family × channel_subset,bandpower_beta_gamma × posterior,60,0.5025892857142857,0.5058481898003957,0.5232259570494865,0.5843856143856143,0.1,0.0,0.0
feature_family_top5,arousal,feature_family × channel_subset,hjorth × midline,60,0.49925074925074925,0.5054817119155354,0.5263311688311688,0.6203174603174604,0.16666666666666666,0.03333333333333333,0.0
feature_family_top5,arousal,feature_family × channel_subset,paper_compact × posterior,140,0.5067460317460317,0.5054391002321673,0.5265686274509803,0.6253846153846154,0.07857142857142857,0.014285714285714285,0.0
feature_family_top5,arousal,feature_family × channel_subset,paper_compact × midline,140,0.503328664799253,0.504465223152198,0.5371825396825397,0.64,0.1357142857142857,0.014285714285714285,0.0
feature_family_top5,arousal,feature_family × channel_subset,entropy_beta_gamma × posterior,60,0.5,0.49858664143590603,0.5221875,0.5751648351648353,0.06666666666666667,0.0,0.0
feature_family_top5,arousal,feature_family × channel_subset,entropy_beta_gamma × all_channels,120,0.49166944166944165,0.49239471965942555,0.5154960317460318,0.5949206349206348,0.08333333333333333,0.0,0.0
feature_family_top5,valence,feature_family × channel_subset,hjorth × all_channels,120,0.5681565656565657,0.5612401441151441,0.5950256687756688,0.6703535353535353,0.6083333333333333,0.21666666666666667,0.03333333333333333
feature_family_top5,valence,feature_family × channel_subset,time_statistical × all_channels,60,0.5603207903207903,0.557527824027824,0.5877272727272728,0.6284215784215784,0.6166666666666667,0.21666666666666667,0.0
feature_family_top5,valence,feature_family × channel_subset,paper_compact × all_channels,140,0.5475213675213675,0.5456373190301761,0.5767947330447329,0.6643434343434343,0.4928571428571429,0.11428571428571428,0.007142857142857143
feature_family_top5,valence,feature_family × channel_subset,bandpower_all × all_channels,140,0.5435248085248084,0.543242784992785,0.5713528138528139,0.6546053946053947,0.4,0.10714285714285714,0.014285714285714285
feature_family_top5,valence,feature_family × channel_subset,all_eeg × all_channels,140,0.5413131313131314,0.5422307058021344,0.5727072927072927,0.6699900099900099,0.40714285714285714,0.12857142857142856,0.02142857142857143
feature_family_top5,valence,feature_family × channel_subset,paper_compact × frontal_central,140,0.5409151959151959,0.5404959564245279,0.5670665445665445,0.6348989898989899,0.36428571428571427,0.07142857142857142,0.0
feature_family_top5,valence,feature_family × channel_subset,bandpower_beta_gamma × all_channels,120,0.5350355200355201,0.532250851000851,0.5570146520146521,0.6438095238095238,0.325,0.05,0.0
feature_family_top5,valence,feature_family × channel_subset,paper_compact × posterior,140,0.5317038517038517,0.5318060154131583,0.5771228771228771,0.6655444555444556,0.42857142857142855,0.16428571428571428,0.007142857142857143
feature_family_top5,valence,feature_family × channel_subset,entropy_beta_gamma × posterior,60,0.5168345543345543,0.5227558460058459,0.5446978021978022,0.5988211788211787,0.21666666666666667,0.0,0.0
feature_family_top5,valence,feature_family × channel_subset,paper_compact × midline,140,0.5202469752469752,0.5173293016507301,0.5483225108225108,0.6168431568431569,0.24285714285714285,0.014285714285714285,0.0
feature_family_top5,valence,feature_family × channel_subset,hjorth × midline,60,0.5129506604506604,0.516479057979058,0.5506129981129981,0.5885214785214785,0.25,0.0,0.0
feature_family_top5,valence,feature_family × channel_subset,bandpower_beta_gamma × posterior,60,0.518026973026973,0.5143391978391978,0.5532875457875457,0.6164735264735265,0.26666666666666666,0.016666666666666666,0.0
feature_family_top5,valence,feature_family × channel_subset,bandpower_beta_gamma × midline,60,0.5049378399378399,0.5110956173456173,0.5390666278166278,0.6171428571428571,0.2,0.016666666666666666,0.0
feature_family_top5,valence,feature_family × channel_subset,entropy_beta_gamma × all_channels,120,0.5039232989232989,0.5063343508343509,0.539010989010989,0.6003785103785104,0.18333333333333332,0.008333333333333333,0.0
feature_family_top5,valence,feature_family × channel_subset,entropy_beta_gamma × midline,60,0.4915284715284715,0.4930751655751655,0.5180494505494505,0.5671128871128871,0.06666666666666667,0.0,0.0
feature_family_top5,valence,feature_family × channel_subset,entropy_all_bands × all_channels,140,0.4909290709290709,0.49086965811965816,0.5411363636363636,0.6155444555444556,0.19285714285714287,0.007142857142857143,0.0
feature_family_top5,arousal,feature_family × classifier,all_eeg × logreg,35,0.5683006535947712,0.5578151468046426,0.596053946053946,0.67125,0.6,0.22857142857142856,0.02857142857142857
feature_family_top5,arousal,feature_family × classifier,all_eeg × gnb,35,0.5677122877122878,0.547584129922365,0.583938492063492,0.6268907563025209,0.6857142857142857,0.08571428571428572,0.0
feature_family_top5,arousal,feature_family × classifier,all_eeg × svm,35,0.5373015873015873,0.5473540409170661,0.5863211951447245,0.6912499999999999,0.4,0.14285714285714285,0.05714285714285714
feature_family_top5,arousal,feature_family × classifier,bandpower_all × logreg,35,0.5347338935574231,0.5457031759090583,0.5864746732026144,0.64125,0.4,0.17142857142857143,0.0
feature_family_top5,arousal,feature_family × classifier,entropy_all_bands × logreg,35,0.5436763236763238,0.540772064769964,0.5853174603174602,0.6573295985060692,0.42857142857142855,0.2,0.02857142857142857
feature_family_top5,arousal,feature_family × classifier,time_statistical × knn,15,0.535873015873016,0.5361033008385949,0.5727260239760239,0.64375,0.3333333333333333,0.13333333333333333,0.0
feature_family_top5,arousal,feature_family × classifier,all_eeg × knn,35,0.5261904761904763,0.5309221861238668,0.5615340909090909,0.6950000000000001,0.34285714285714286,0.11428571428571428,0.05714285714285714
feature_family_top5,arousal,feature_family × classifier,bandpower_all × knn,35,0.5207492507492508,0.5286531419094443,0.5515873015873016,0.6224999999999999,0.2857142857142857,0.05714285714285714,0.0
feature_family_top5,arousal,feature_family × classifier,entropy_all_bands × gnb,35,0.5255835667600374,0.5254003622427992,0.5540234765234766,0.6235294117647058,0.2571428571428571,0.08571428571428572,0.0
feature_family_top5,arousal,feature_family × classifier,bandpower_all × svm,35,0.5192063492063491,0.5242886189440811,0.5486011904761905,0.6524743230625584,0.2571428571428571,0.05714285714285714,0.02857142857142857
feature_family_top5,arousal,feature_family × classifier,entropy_all_bands × svm,35,0.5142857142857142,0.5229022151984336,0.5876190476190476,0.6452647352647353,0.4,0.17142857142857143,0.0
feature_family_top5,arousal,feature_family × classifier,time_statistical × svm,15,0.5085314685314686,0.5219376756141461,0.5624575424575424,0.63625,0.26666666666666666,0.13333333333333333,0.0
feature_family_top5,arousal,feature_family × classifier,time_statistical × logreg,15,0.5053968253968255,0.52128361290126,0.5484465534465535,0.5974999999999999,0.26666666666666666,0.0,0.0
feature_family_top5,arousal,feature_family × classifier,hjorth × gnb,45,0.5,0.5199859528634038,0.57375,0.6203174603174604,0.3111111111111111,0.24444444444444444,0.0
feature_family_top5,arousal,feature_family × classifier,bandpower_beta_gamma × svm,60,0.5155648926237161,0.5181752291825822,0.5415989729225024,0.5955044955044955,0.2,0.0,0.0
feature_family_top5,arousal,feature_family × classifier,bandpower_all × gnb,35,0.505114885114885,0.5165282574568287,0.5375,0.6026984126984127,0.22857142857142856,0.02857142857142857,0.0
feature_family_top5,arousal,feature_family × classifier,hjorth × svm,45,0.4984126984126984,0.5159656714019457,0.54875,0.65,0.24444444444444444,0.1111111111111111,0.022222222222222223
feature_family_top5,arousal,feature_family × classifier,paper_compact × svm,140,0.5055677655677655,0.5157048110619539,0.5416830065359478,0.705,0.21428571428571427,0.08571428571428572,0.02857142857142857
feature_family_top5,arousal,feature_family × classifier,paper_compact × logreg,140,0.5105835667600374,0.5155271433748325,0.5453968253968254,0.6775,0.22857142857142856,0.05714285714285714,0.014285714285714285
feature_family_top5,arousal,feature_family × classifier,entropy_all_bands × knn,35,0.5126517273576097,0.5144063154399289,0.5565534465534465,0.5965919701213819,0.3142857142857143,0.0,0.0
feature_family_top5,arousal,feature_family × classifier,hjorth × knn,45,0.5055555555555555,0.5139850790095889,0.5257142857142856,0.605,0.15555555555555556,0.022222222222222223,0.0
feature_family_top5,arousal,feature_family × classifier,hjorth × logreg,45,0.4994864612511671,0.5106849961948001,0.5463492063492064,0.66875,0.2222222222222222,0.1111111111111111,0.06666666666666667
feature_family_top5,arousal,feature_family × classifier,paper_compact × gnb,140,0.5101587301587301,0.510245195047716,0.5405555555555556,0.65625,0.18571428571428572,0.02857142857142857,0.014285714285714285
feature_family_top5,arousal,feature_family × classifier,bandpower_beta_gamma × knn,60,0.5059442110177405,0.5102377538039301,0.5291558441558442,0.6010689310689311,0.13333333333333333,0.016666666666666666,0.0
feature_family_top5,arousal,feature_family × classifier,paper_compact × knn,140,0.5057936507936508,0.5087844481615491,0.5372222222222223,0.635,0.12857142857142856,0.04285714285714286,0.0
feature_family_top5,arousal,feature_family × classifier,entropy_beta_gamma × svm,60,0.5021428571428572,0.5064374295366941,0.5248958333333333,0.63375,0.13333333333333333,0.03333333333333333,0.0
feature_family_top5,arousal,feature_family × classifier,bandpower_beta_gamma × logreg,60,0.503095238095238,0.5050721704765823,0.5340625000000001,0.5645554445554446,0.1,0.0,0.0
feature_family_top5,arousal,feature_family × classifier,entropy_beta_gamma × logreg,60,0.4987939837939837,0.5037000321301792,0.5217848389355743,0.6675,0.11666666666666667,0.03333333333333333,0.016666666666666666
feature_family_top5,arousal,feature_family × classifier,bandpower_beta_gamma × gnb,60,0.4984453781512605,0.5012250085154497,0.5185107376283846,0.583968253968254,0.05,0.0,0.0
feature_family_top5,arousal,feature_family × classifier,time_statistical × gnb,15,0.4974999999999999,0.4957213559860619,0.5131746031746032,0.5775,0.06666666666666667,0.0,0.0
feature_family_top5,arousal,feature_family × classifier,entropy_beta_gamma × gnb,60,0.49654610095786567,0.4925031824112706,0.52,0.5844444444444445,0.03333333333333333,0.0,0.0
feature_family_top5,arousal,feature_family × classifier,entropy_beta_gamma × knn,60,0.4902941176470589,0.49241547042282335,0.5091418650793651,0.5828571428571429,0.08333333333333333,0.0,0.0
feature_family_top5,valence,feature_family × classifier,time_statistical × logreg,15,0.578921078921079,0.5686133496133495,0.5921378621378621,0.6241358641358642,0.6666666666666666,0.26666666666666666,0.0
feature_family_top5,valence,feature_family × classifier,time_statistical × svm,15,0.5697474747474747,0.5667147297147298,0.6090159840159841,0.6284215784215784,0.7333333333333333,0.4,0.0
feature_family_top5,valence,feature_family × classifier,hjorth × logreg,45,0.5616605616605617,0.5653163009829677,0.5992929292929292,0.6591697191697191,0.6,0.24444444444444444,0.06666666666666667
feature_family_top5,valence,feature_family × classifier,bandpower_all × logreg,35,0.5458741258741259,0.5550032507175364,0.5886285936285937,0.6546053946053947,0.45714285714285713,0.17142857142857143,0.05714285714285714
feature_family_top5,valence,feature_family × classifier,bandpower_all × svm,35,0.5476767676767677,0.5545693354264782,0.5883616383616384,0.632137862137862,0.4857142857142857,0.14285714285714285,0.0
feature_family_top5,valence,feature_family × classifier,all_eeg × gnb,35,0.5674603174603174,0.5543051710194568,0.5873412698412699,0.6632667332667332,0.6,0.11428571428571428,0.02857142857142857
feature_family_top5,valence,feature_family × classifier,hjorth × gnb,45,0.5683638583638584,0.5537010767010767,0.5826495726495727,0.6461616161616162,0.6444444444444445,0.13333333333333333,0.0
feature_family_top5,valence,feature_family × classifier,time_statistical × gnb,15,0.5611788211788212,0.5477391867391869,0.580994005994006,0.6121978021978022,0.6,0.06666666666666667,0.0
feature_family_top5,valence,feature_family × classifier,time_statistical × knn,15,0.5498412698412699,0.5470440300440301,0.5772077922077923,0.6153846153846153,0.4666666666666667,0.13333333333333333,0.0
feature_family_top5,valence,feature_family × classifier,hjorth × svm,45,0.5424542124542124,0.5432459885793219,0.5843345543345544,0.6703535353535353,0.4444444444444444,0.17777777777777778,0.022222222222222223
feature_family_top5,valence,feature_family × classifier,paper_compact × logreg,140,0.5426795426795425,0.5432018180232465,0.5742551892551893,0.6432967032967032,0.45,0.12857142857142856,0.0
feature_family_top5,valence,feature_family × classifier,all_eeg × logreg,35,0.5283760683760683,0.5423348714777285,0.5651104451104452,0.6699900099900099,0.3142857142857143,0.2,0.05714285714285714
feature_family_top5,valence,feature_family × classifier,all_eeg × svm,35,0.5442857142857143,0.5413554540697397,0.562063492063492,0.6475524475524475,0.42857142857142855,0.08571428571428572,0.0
feature_family_top5,valence,feature_family × classifier,bandpower_all × knn,35,0.5349572649572649,0.540595991310277,0.565952380952381,0.6395804195804196,0.4,0.08571428571428572,0.0
feature_family_top5,valence,feature_family × classifier,paper_compact × gnb,140,0.5408991008991009,0.5398724767296196,0.57496003996004,0.6279797979797979,0.42857142857142855,0.11428571428571428,0.0
feature_family_top5,valence,feature_family × classifier,bandpower_beta_gamma × logreg,60,0.5421978021978022,0.5388522403522403,0.569102564102564,0.6358730158730158,0.4166666666666667,0.1,0.0
