mode,participant,held_out_participant,target,modality,classifier,feature_count_request,feature_count_resolved,fold,best_parameters,inner_best_balanced_accuracy
general,COHORT,P10,valence,face,svm,10,10,1,"{""classifier__C"": 10, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5079373379690575
general,COHORT,P11,valence,face,svm,10,10,2,"{""classifier__C"": 10, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5114701513510493
general,COHORT,P19,valence,face,svm,10,10,3,"{""classifier__C"": 10, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5196020155746315
general,COHORT,P22,valence,face,svm,10,10,4,"{""classifier__C"": 10, ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}",0.5148059735586181
general,COHORT,P25,valence,face,svm,10,10,5,"{""classifier__C"": 0.1, ""classifier__kernel"": ""linear""}",0.5
general,COHORT,P32,valence,face,svm,10,10,6,"{""classifier__C"": 0.1, ""classifier__kernel"": ""linear""}",0.5
general,COHORT,P40,valence,face,svm,10,10,7,"{""classifier__C"": 10, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5128802098571563
general,COHORT,P42,valence,face,svm,10,10,8,"{""classifier__C"": 10, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5160103359937531
general,COHORT,P43,valence,face,svm,10,10,9,"{""classifier__C"": 0.1, ""classifier__kernel"": ""linear""}",0.5
general,COHORT,P45,valence,face,svm,10,10,10,"{""classifier__C"": 0.1, ""classifier__kernel"": ""linear""}",0.5
general,COHORT,P10,valence,face,svm,20,10,1,"{""classifier__C"": 10, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5079373379690575
general,COHORT,P11,valence,face,svm,20,10,2,"{""classifier__C"": 10, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5114701513510493
general,COHORT,P19,valence,face,svm,20,10,3,"{""classifier__C"": 10, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5196020155746315
general,COHORT,P22,valence,face,svm,20,10,4,"{""classifier__C"": 10, ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}",0.5148059735586181
general,COHORT,P25,valence,face,svm,20,10,5,"{""classifier__C"": 0.1, ""classifier__kernel"": ""linear""}",0.5
