mode,participant,held_out_participant,target,modality,classifier,feature_count_request,feature_count_resolved,fold,training_participants,sample_size,train_size,test_size,low_count,high_count,balanced_accuracy,accuracy,precision,recall,f1,tn,fp,fn,tp
general,COHORT,P11,valence,eeg,knn,10,10,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.48303670745272526,0.49166666666666664,0.5054945054945055,0.7419354838709677,0.6013071895424836,13,45,16,46
general,COHORT,P19,valence,eeg,knn,10,10,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5131380247659317,0.5333333333333333,0.6521739130434783,0.5844155844155844,0.6164383561643836,19,24,32,45
general,COHORT,P22,valence,eeg,knn,10,10,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5294117647058824,0.5,0.45348837209302323,0.75,0.5652173913043478,21,47,13,39
general,COHORT,P25,valence,eeg,knn,10,10,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.48063973063973064,0.49166666666666664,0.5342465753424658,0.5909090909090909,0.5611510791366906,20,34,27,39
general,COHORT,P32,valence,eeg,knn,10,10,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,522,678,0.42825361512791993,0.43333333333333335,0.46153846153846156,0.5806451612903226,0.5142857142857142,16,42,26,36
general,COHORT,P40,valence,eeg,knn,10,10,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,522,678,0.47895622895622897,0.49166666666666664,0.5333333333333333,0.6060606060606061,0.5673758865248227,19,35,26,40
general,COHORT,P42,valence,eeg,knn,10,10,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,522,678,0.44966063348416285,0.4583333333333333,0.5223880597014925,0.5147058823529411,0.5185185185185185,20,32,33,35
general,COHORT,P43,valence,eeg,knn,10,10,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,522,678,0.38659015403201447,0.45,0.5662650602409639,0.6103896103896104,0.5875,7,36,30,47
general,COHORT,P45,valence,eeg,knn,10,10,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,522,678,0.5247252747252747,0.525,0.6721311475409836,0.5256410256410257,0.5899280575539568,22,20,37,41
general,COHORT,P10,valence,eeg,knn,20,20,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5657142857142857,0.55,0.66,0.4714285714285714,0.55,33,17,37,33
general,COHORT,P11,valence,eeg,knn,20,20,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5739710789766407,0.5833333333333334,0.5638297872340425,0.8548387096774194,0.6794871794871795,17,41,9,53
general,COHORT,P19,valence,eeg,knn,20,20,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.562367864693446,0.5833333333333334,0.6901408450704225,0.6363636363636364,0.6621621621621622,21,22,28,49
general,COHORT,P22,valence,eeg,knn,20,20,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5356334841628959,0.525,0.463768115942029,0.6153846153846154,0.5289256198347108,31,37,20,32
general,COHORT,P25,valence,eeg,knn,20,20,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.4436026936026936,0.4583333333333333,0.5064935064935064,0.5909090909090909,0.5454545454545454,16,38,27,39
general,COHORT,P32,valence,eeg,knn,20,20,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,522,678,0.4905450500556173,0.5,0.5106382978723404,0.7741935483870968,0.6153846153846154,12,46,14,48
general,COHORT,P40,valence,eeg,knn,20,20,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,522,678,0.5707070707070707,0.5833333333333334,0.6052631578947368,0.696969696969697,0.647887323943662,24,30,20,46
general,COHORT,P42,valence,eeg,knn,20,20,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,522,678,0.45418552036199095,0.4583333333333333,0.5238095238095238,0.4852941176470588,0.5038167938931297,22,30,35,33
general,COHORT,P43,valence,eeg,knn,20,20,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,522,678,0.5209906372697071,0.55,0.6575342465753424,0.6233766233766234,0.64,18,25,29,48
general,COHORT,P45,valence,eeg,knn,20,20,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,522,678,0.5457875457875458,0.5666666666666667,0.6857142857142857,0.6153846153846154,0.6486486486486487,20,22,30,48
general,COHORT,P10,valence,eeg,svm,all,all,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5,0.5833333333333334,0.5833333333333334,1.0,0.7368421052631579,0,50,0,70
general,COHORT,P11,valence,eeg,svm,all,all,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5,0.5166666666666667,0.5166666666666667,1.0,0.6813186813186813,0,58,0,62
general,COHORT,P19,valence,eeg,svm,all,all,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5,0.6416666666666667,0.6416666666666667,1.0,0.7817258883248731,0,43,0,77
general,COHORT,P22,valence,eeg,svm,all,all,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.43042986425339363,0.375,0.3963963963963964,0.8461538461538461,0.5398773006134969,1,67,8,44
general,COHORT,P25,valence,eeg,svm,all,all,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.42003367003367004,0.44166666666666665,0.49411764705882355,0.6363636363636364,0.5562913907284768,11,43,24,42
general,COHORT,P32,valence,eeg,svm,all,all,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,522,678,0.49416017797552836,0.5083333333333333,0.5135135135135135,0.9193548387096774,0.6589595375722543,4,54,5,57
general,COHORT,P40,valence,eeg,svm,all,all,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,522,678,0.4124579124579124,0.4166666666666667,0.46875,0.45454545454545453,0.46153846153846156,20,34,36,30
general,COHORT,P42,valence,eeg,svm,all,all,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,522,678,0.5,0.5666666666666667,0.5666666666666667,1.0,0.723404255319149,0,52,0,68
general,COHORT,P43,valence,eeg,svm,all,all,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,522,678,0.5,0.6416666666666667,0.6416666666666667,1.0,0.7817258883248731,0,43,0,77
general,COHORT,P45,valence,eeg,svm,all,all,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,522,678,0.5,0.65,0.65,1.0,0.7878787878787878,0,42,0,78
general,COHORT,P10,valence,eeg,svm,5,5,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5,0.5833333333333334,0.5833333333333334,1.0,0.7368421052631579,0,50,0,70
general,COHORT,P11,valence,eeg,svm,5,5,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5,0.5166666666666667,0.5166666666666667,1.0,0.6813186813186813,0,58,0,62
general,COHORT,P19,valence,eeg,svm,5,5,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5,0.6416666666666667,0.6416666666666667,1.0,0.7817258883248731,0,43,0,77
general,COHORT,P22,valence,eeg,svm,5,5,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.49038461538461536,0.425,0.42857142857142855,0.9807692307692307,0.5964912280701754,0,68,1,51
general,COHORT,P25,valence,eeg,svm,5,5,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.484006734006734,0.5083333333333333,0.5393258426966292,0.7272727272727273,0.6193548387096774,13,41,18,48
general,COHORT,P32,valence,eeg,svm,5,5,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,522,678,0.474972191323693,0.48333333333333334,0.5,0.7258064516129032,0.5921052631578947,13,45,17,45
general,COHORT,P40,valence,eeg,svm,5,5,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,522,678,0.5,0.55,0.55,1.0,0.7096774193548387,0,54,0,66
general,COHORT,P42,valence,eeg,svm,5,5,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,522,678,0.4632352941176471,0.49166666666666664,0.5411764705882353,0.6764705882352942,0.6013071895424836,13,39,22,46
general,COHORT,P43,valence,eeg,svm,5,5,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,522,678,0.4699486559951676,0.5833333333333334,0.6261682242990654,0.8701298701298701,0.7282608695652174,3,40,10,67
