mode,participant,held_out_participant,target,modality,classifier,feature_count_request,feature_count_resolved,fold,training_participants,sample_size,train_size,test_size,low_count,high_count,balanced_accuracy,accuracy,precision,recall,f1,tn,fp,fn,tp
general,COHORT,P45,valence,eeg,svm,5,5,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,522,678,0.5,0.65,0.65,1.0,0.7878787878787878,0,42,0,78
general,COHORT,P10,valence,eeg,svm,10,10,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5042857142857143,0.5583333333333333,0.5858585858585859,0.8285714285714286,0.6863905325443787,9,41,12,58
general,COHORT,P11,valence,eeg,svm,10,10,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5,0.5166666666666667,0.5166666666666667,1.0,0.6813186813186813,0,58,0,62
general,COHORT,P19,valence,eeg,svm,10,10,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5,0.6416666666666667,0.6416666666666667,1.0,0.7817258883248731,0,43,0,77
general,COHORT,P22,valence,eeg,svm,10,10,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.4807692307692308,0.4166666666666667,0.423728813559322,0.9615384615384616,0.5882352941176471,0,68,2,50
general,COHORT,P25,valence,eeg,svm,10,10,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.43265993265993263,0.45,0.5,0.6060606060606061,0.547945205479452,14,40,26,40
general,COHORT,P32,valence,eeg,svm,10,10,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,522,678,0.457174638487208,0.4666666666666667,0.48936170212765956,0.7419354838709677,0.5897435897435898,10,48,16,46
general,COHORT,P40,valence,eeg,svm,10,10,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,522,678,0.5,0.55,0.55,1.0,0.7096774193548387,0,54,0,66
general,COHORT,P42,valence,eeg,svm,10,10,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,522,678,0.5,0.5666666666666667,0.5666666666666667,1.0,0.723404255319149,0,52,0,68
general,COHORT,P43,valence,eeg,svm,10,10,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,522,678,0.5,0.6416666666666667,0.6416666666666667,1.0,0.7817258883248731,0,43,0,77
general,COHORT,P45,valence,eeg,svm,10,10,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,522,678,0.5,0.65,0.65,1.0,0.7878787878787878,0,42,0,78
general,COHORT,P10,valence,eeg,svm,20,20,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.43428571428571433,0.5,0.5471698113207547,0.8285714285714286,0.6590909090909091,2,48,12,58
general,COHORT,P11,valence,eeg,svm,20,20,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5,0.5166666666666667,0.5166666666666667,1.0,0.6813186813186813,0,58,0,62
general,COHORT,P19,valence,eeg,svm,20,20,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5,0.6416666666666667,0.6416666666666667,1.0,0.7817258883248731,0,43,0,77
general,COHORT,P22,valence,eeg,svm,20,20,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.49038461538461536,0.425,0.42857142857142855,0.9807692307692307,0.5964912280701754,0,68,1,51
general,COHORT,P25,valence,eeg,svm,20,20,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.43686868686868685,0.4583333333333333,0.5058823529411764,0.6515151515151515,0.5695364238410596,12,42,23,43
general,COHORT,P32,valence,eeg,svm,20,20,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,522,678,0.4738598442714127,0.48333333333333334,0.5,0.7580645161290323,0.6025641025641025,11,47,15,47
general,COHORT,P40,valence,eeg,svm,20,20,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,522,678,0.4907407407407407,0.49166666666666664,0.5409836065573771,0.5,0.5196850393700787,26,28,33,33
general,COHORT,P42,valence,eeg,svm,20,20,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,522,678,0.4247737556561086,0.425,0.4915254237288136,0.4264705882352941,0.4566929133858268,22,30,39,29
general,COHORT,P43,valence,eeg,svm,20,20,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,522,678,0.6424041075203866,0.6333333333333333,0.7704918032786885,0.6103896103896104,0.6811594202898551,29,14,30,47
general,COHORT,P45,valence,eeg,svm,20,20,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,522,678,0.5,0.65,0.65,1.0,0.7878787878787878,0,42,0,78
general,COHORT,P10,valence,eeg,gnb,all,all,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5314285714285714,0.5166666666666667,0.62,0.44285714285714284,0.5166666666666667,31,19,39,31
general,COHORT,P11,valence,eeg,gnb,all,all,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.49638487208008897,0.5083333333333333,0.5145631067961165,0.8548387096774194,0.6424242424242425,8,50,9,53
general,COHORT,P19,valence,eeg,gnb,all,all,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.4894291754756871,0.6083333333333333,0.6363636363636364,0.9090909090909091,0.7486631016042781,3,40,7,70
general,COHORT,P22,valence,eeg,gnb,all,all,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.4021493212669683,0.35833333333333334,0.37623762376237624,0.7307692307692307,0.49673202614379086,5,63,14,38
general,COHORT,P25,valence,eeg,gnb,all,all,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.48063973063973064,0.5083333333333333,0.5376344086021505,0.7575757575757576,0.6289308176100629,11,43,16,50
general,COHORT,P32,valence,eeg,gnb,all,all,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,522,678,0.4699666295884316,0.48333333333333334,0.5,0.8709677419354839,0.6352941176470588,4,54,8,54
general,COHORT,P40,valence,eeg,gnb,all,all,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,522,678,0.531986531986532,0.5666666666666667,0.5686274509803921,0.8787878787878788,0.6904761904761905,10,44,8,58
general,COHORT,P42,valence,eeg,gnb,all,all,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,522,678,0.4824660633484163,0.5416666666666666,0.5575221238938053,0.9264705882352942,0.6961325966850829,2,50,5,63
general,COHORT,P43,valence,eeg,gnb,all,all,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,522,678,0.5,0.6416666666666667,0.6416666666666667,1.0,0.7817258883248731,0,43,0,77
general,COHORT,P45,valence,eeg,gnb,all,all,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,522,678,0.5,0.65,0.65,1.0,0.7878787878787878,0,42,0,78
general,COHORT,P10,valence,eeg,gnb,5,5,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.47285714285714286,0.425,0.52,0.18571428571428572,0.2736842105263158,38,12,57,13
general,COHORT,P11,valence,eeg,gnb,5,5,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5372636262513905,0.55,0.5377358490566038,0.9193548387096774,0.6785714285714286,9,49,5,57
general,COHORT,P19,valence,eeg,gnb,5,5,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.49969797644216246,0.6083333333333333,0.6415094339622641,0.8831168831168831,0.7431693989071039,5,38,9,68
general,COHORT,P22,valence,eeg,gnb,5,5,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.41628959276018096,0.36666666666666664,0.3867924528301887,0.7884615384615384,0.5189873417721519,3,65,11,41
general,COHORT,P25,valence,eeg,gnb,5,5,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.4730639730639731,0.5,0.532608695652174,0.7424242424242424,0.620253164556962,11,43,17,49
general,COHORT,P32,valence,eeg,gnb,5,5,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,522,678,0.4379866518353726,0.44166666666666665,0.4657534246575342,0.5483870967741935,0.5037037037037037,19,39,28,34
general,COHORT,P40,valence,eeg,gnb,5,5,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,522,678,0.5058922558922558,0.49166666666666664,0.5581395348837209,0.36363636363636365,0.44036697247706424,35,19,42,24
general,COHORT,P42,valence,eeg,gnb,5,5,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,522,678,0.46153846153846156,0.4666666666666667,0.53125,0.5,0.5151515151515151,22,30,34,34
general,COHORT,P43,valence,eeg,gnb,5,5,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,522,678,0.5330715795832075,0.4666666666666667,0.696969696969697,0.2987012987012987,0.41818181818181815,33,10,54,23
general,COHORT,P45,valence,eeg,gnb,5,5,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,522,678,0.48443223443223443,0.35833333333333334,0.5555555555555556,0.0641025641025641,0.11494252873563218,38,4,73,5
general,COHORT,P10,valence,eeg,gnb,10,10,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5214285714285715,0.4583333333333333,0.6666666666666666,0.14285714285714285,0.23529411764705882,45,5,60,10
general,COHORT,P11,valence,eeg,gnb,10,10,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.528642936596218,0.5416666666666666,0.5327102803738317,0.9193548387096774,0.6745562130177515,8,50,5,57
general,COHORT,P19,valence,eeg,gnb,10,10,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.4972817879794624,0.625,0.6403508771929824,0.948051948051948,0.7643979057591623,2,41,4,73
general,COHORT,P22,valence,eeg,gnb,10,10,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.41911764705882354,0.375,0.38613861386138615,0.75,0.5098039215686274,6,62,13,39
general,COHORT,P25,valence,eeg,gnb,10,10,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.4764309764309764,0.48333333333333334,0.5294117647058824,0.5454545454545454,0.5373134328358209,22,32,30,36
general,COHORT,P32,valence,eeg,gnb,10,10,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,522,678,0.3907119021134594,0.39166666666666666,0.4126984126984127,0.41935483870967744,0.416,21,37,36,26
general,COHORT,P40,valence,eeg,gnb,10,10,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,522,678,0.5143097643097643,0.5083333333333333,0.5660377358490566,0.45454545454545453,0.5042016806722689,31,23,36,30
general,COHORT,P42,valence,eeg,gnb,10,10,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,522,678,0.5101809954751131,0.48333333333333334,0.5833333333333334,0.3088235294117647,0.40384615384615385,37,15,47,21
general,COHORT,P43,valence,eeg,gnb,10,10,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,522,678,0.5590456055572335,0.5,0.7297297297297297,0.35064935064935066,0.47368421052631576,33,10,50,27
general,COHORT,P45,valence,eeg,gnb,10,10,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,522,678,0.5,0.4,0.65,0.16666666666666666,0.2653061224489796,35,7,65,13
general,COHORT,P10,valence,eeg,gnb,20,20,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5357142857142857,0.475,0.7058823529411765,0.17142857142857143,0.27586206896551724,45,5,58,12
general,COHORT,P11,valence,eeg,gnb,20,20,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.503337041156841,0.5166666666666667,0.5185185185185185,0.9032258064516129,0.6588235294117647,6,52,6,56
general,COHORT,P19,valence,eeg,gnb,20,20,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5,0.6416666666666667,0.6416666666666667,1.0,0.7817258883248731,0,43,0,77
general,COHORT,P22,valence,eeg,gnb,20,20,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.4451357466063348,0.39166666666666666,0.4036697247706422,0.8461538461538461,0.546583850931677,3,65,8,44
general,COHORT,P25,valence,eeg,gnb,20,20,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5042087542087542,0.525,0.5529411764705883,0.7121212121212122,0.6225165562913907,16,38,19,47
general,COHORT,P32,valence,eeg,gnb,20,20,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,522,678,0.41657397107897665,0.4166666666666667,0.43333333333333335,0.41935483870967744,0.4262295081967213,24,34,36,26
general,COHORT,P40,valence,eeg,gnb,20,20,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,522,678,0.49410774410774405,0.525,0.5463917525773195,0.803030303030303,0.6503067484662577,10,44,13,53
general,COHORT,P42,valence,eeg,gnb,20,20,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,522,678,0.4971719457013575,0.5583333333333333,0.5652173913043478,0.9558823529411765,0.7103825136612022,2,50,3,65
general,COHORT,P43,valence,eeg,gnb,20,20,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,522,678,0.49365750528541225,0.5083333333333333,0.6363636363636364,0.5454545454545454,0.5874125874125874,19,24,35,42
general,COHORT,P45,valence,eeg,gnb,20,20,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,522,678,0.4816849816849817,0.38333333333333336,0.6,0.15384615384615385,0.24489795918367346,34,8,66,12
general,COHORT,P10,valence,face,knn,all,all,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5857142857142857,0.55,0.7222222222222222,0.37142857142857144,0.49056603773584906,40,10,44,26
general,COHORT,P11,valence,face,knn,all,all,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5191879866518354,0.525,0.5308641975308642,0.6935483870967742,0.6013986013986014,20,38,19,43
general,COHORT,P19,valence,face,knn,all,all,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.48474781032920566,0.5166666666666667,0.6301369863013698,0.5974025974025974,0.6133333333333333,16,27,31,46
general,COHORT,P22,valence,face,knn,all,all,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5147058823529411,0.45,0.4406779661016949,1.0,0.611764705882353,2,66,0,52
general,COHORT,P25,valence,face,knn,all,all,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.531986531986532,0.5666666666666667,0.5686274509803921,0.8787878787878788,0.6904761904761905,10,44,8,58
general,COHORT,P32,valence,face,knn,all,all,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,522,678,0.4340934371523915,0.44166666666666665,0.47126436781609193,0.6612903225806451,0.5503355704697986,12,46,21,41
general,COHORT,P40,valence,face,knn,all,all,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,522,678,0.43181818181818177,0.44166666666666665,0.49295774647887325,0.5303030303030303,0.5109489051094891,18,36,31,35
general,COHORT,P42,valence,face,knn,all,all,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,522,678,0.49660633484162897,0.48333333333333334,0.5625,0.39705882352941174,0.46551724137931033,31,21,41,27
general,COHORT,P43,valence,face,knn,all,all,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,522,678,0.47100573844759897,0.5583333333333333,0.625,0.7792207792207793,0.6936416184971098,7,36,17,60
general,COHORT,P45,valence,face,knn,all,all,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,522,678,0.532967032967033,0.6,0.6704545454545454,0.7564102564102564,0.7108433734939759,13,29,19,59
general,COHORT,P10,valence,face,knn,5,5,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5071428571428571,0.5083333333333333,0.5901639344262295,0.5142857142857142,0.549618320610687,25,25,34,36
general,COHORT,P11,valence,face,knn,5,5,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5469966629588432,0.5583333333333333,0.5445544554455446,0.8870967741935484,0.6748466257668712,12,46,7,55
general,COHORT,P19,valence,face,knn,5,5,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5770160072485654,0.6416666666666667,0.6888888888888889,0.8051948051948052,0.7425149700598802,15,28,15,62
general,COHORT,P22,valence,face,knn,5,5,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5130090497737557,0.4583333333333333,0.44036697247706424,0.9230769230769231,0.5962732919254659,7,61,4,48
general,COHORT,P25,valence,face,knn,5,5,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5370370370370371,0.5666666666666667,0.5729166666666666,0.8333333333333334,0.6790123456790124,13,41,11,55
general,COHORT,P32,valence,face,knn,5,5,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,522,678,0.5461624026696329,0.55,0.5540540540540541,0.6612903225806451,0.6029411764705882,25,33,21,41
general,COHORT,P40,valence,face,knn,5,5,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,522,678,0.4814814814814815,0.48333333333333334,0.532258064516129,0.5,0.515625,25,29,33,33
general,COHORT,P42,valence,face,knn,5,5,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,522,678,0.4688914027149321,0.475,0.5384615384615384,0.5147058823529411,0.5263157894736842,22,30,33,35
general,COHORT,P43,valence,face,knn,5,5,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,522,678,0.44910903050437934,0.55,0.6138613861386139,0.8051948051948052,0.6966292134831461,4,39,15,62
general,COHORT,P45,valence,face,knn,5,5,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,522,678,0.4661172161172161,0.49166666666666664,0.6231884057971014,0.5512820512820513,0.5850340136054422,16,26,35,43
general,COHORT,P10,valence,face,knn,10,10,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5857142857142857,0.55,0.7222222222222222,0.37142857142857144,0.49056603773584906,40,10,44,26
general,COHORT,P11,valence,face,knn,10,10,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5191879866518354,0.525,0.5308641975308642,0.6935483870967742,0.6013986013986014,20,38,19,43
general,COHORT,P19,valence,face,knn,10,10,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.48474781032920566,0.5166666666666667,0.6301369863013698,0.5974025974025974,0.6133333333333333,16,27,31,46
general,COHORT,P22,valence,face,knn,10,10,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5147058823529411,0.45,0.4406779661016949,1.0,0.611764705882353,2,66,0,52
general,COHORT,P25,valence,face,knn,10,10,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.531986531986532,0.5666666666666667,0.5686274509803921,0.8787878787878788,0.6904761904761905,10,44,8,58
general,COHORT,P32,valence,face,knn,10,10,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,522,678,0.4340934371523915,0.44166666666666665,0.47126436781609193,0.6612903225806451,0.5503355704697986,12,46,21,41
general,COHORT,P40,valence,face,knn,10,10,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,522,678,0.43181818181818177,0.44166666666666665,0.49295774647887325,0.5303030303030303,0.5109489051094891,18,36,31,35
general,COHORT,P42,valence,face,knn,10,10,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,522,678,0.49660633484162897,0.48333333333333334,0.5625,0.39705882352941174,0.46551724137931033,31,21,41,27
general,COHORT,P43,valence,face,knn,10,10,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,522,678,0.47100573844759897,0.5583333333333333,0.625,0.7792207792207793,0.6936416184971098,7,36,17,60
general,COHORT,P45,valence,face,knn,10,10,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,522,678,0.532967032967033,0.6,0.6704545454545454,0.7564102564102564,0.7108433734939759,13,29,19,59
general,COHORT,P10,valence,face,knn,20,10,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5857142857142857,0.55,0.7222222222222222,0.37142857142857144,0.49056603773584906,40,10,44,26
general,COHORT,P11,valence,face,knn,20,10,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5191879866518354,0.525,0.5308641975308642,0.6935483870967742,0.6013986013986014,20,38,19,43
general,COHORT,P19,valence,face,knn,20,10,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.48474781032920566,0.5166666666666667,0.6301369863013698,0.5974025974025974,0.6133333333333333,16,27,31,46
general,COHORT,P22,valence,face,knn,20,10,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5147058823529411,0.45,0.4406779661016949,1.0,0.611764705882353,2,66,0,52
general,COHORT,P25,valence,face,knn,20,10,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.531986531986532,0.5666666666666667,0.5686274509803921,0.8787878787878788,0.6904761904761905,10,44,8,58
general,COHORT,P32,valence,face,knn,20,10,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,522,678,0.4340934371523915,0.44166666666666665,0.47126436781609193,0.6612903225806451,0.5503355704697986,12,46,21,41
general,COHORT,P40,valence,face,knn,20,10,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,522,678,0.43181818181818177,0.44166666666666665,0.49295774647887325,0.5303030303030303,0.5109489051094891,18,36,31,35
general,COHORT,P42,valence,face,knn,20,10,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,522,678,0.49660633484162897,0.48333333333333334,0.5625,0.39705882352941174,0.46551724137931033,31,21,41,27
general,COHORT,P43,valence,face,knn,20,10,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,522,678,0.47100573844759897,0.5583333333333333,0.625,0.7792207792207793,0.6936416184971098,7,36,17,60
general,COHORT,P45,valence,face,knn,20,10,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,522,678,0.532967032967033,0.6,0.6704545454545454,0.7564102564102564,0.7108433734939759,13,29,19,59
general,COHORT,P10,valence,face,svm,all,all,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.6128571428571429,0.5916666666666667,0.723404255319149,0.4857142857142857,0.5811965811965812,37,13,36,34
general,COHORT,P11,valence,face,svm,all,all,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5,0.5166666666666667,0.5166666666666667,1.0,0.6813186813186813,0,58,0,62
general,COHORT,P19,valence,face,svm,all,all,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.4842947749924494,0.6083333333333333,0.6339285714285714,0.922077922077922,0.7513227513227513,2,41,6,71
general,COHORT,P22,valence,face,svm,all,all,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.47398190045248867,0.4166666666666667,0.41964285714285715,0.9038461538461539,0.573170731707317,3,65,5,47
general,COHORT,P25,valence,face,svm,all,all,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5,0.55,0.55,1.0,0.7096774193548387,0,54,0,66
general,COHORT,P32,valence,face,svm,all,all,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,522,678,0.5,0.5166666666666667,0.5166666666666667,1.0,0.6813186813186813,0,58,0,62
general,COHORT,P40,valence,face,svm,all,all,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,522,678,0.5,0.55,0.55,1.0,0.7096774193548387,0,54,0,66
general,COHORT,P42,valence,face,svm,all,all,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,522,678,0.5,0.5666666666666667,0.5666666666666667,1.0,0.723404255319149,0,52,0,68
general,COHORT,P43,valence,face,svm,all,all,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,522,678,0.5,0.6416666666666667,0.6416666666666667,1.0,0.7817258883248731,0,43,0,77
general,COHORT,P45,valence,face,svm,all,all,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,522,678,0.5,0.65,0.65,1.0,0.7878787878787878,0,42,0,78
general,COHORT,P10,valence,face,svm,5,5,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5314285714285714,0.48333333333333334,0.6538461538461539,0.24285714285714285,0.3541666666666667,41,9,53,17
general,COHORT,P11,valence,face,svm,5,5,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5,0.5166666666666667,0.5166666666666667,1.0,0.6813186813186813,0,58,0,62
general,COHORT,P19,valence,face,svm,5,5,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5,0.6416666666666667,0.6416666666666667,1.0,0.7817258883248731,0,43,0,77
general,COHORT,P22,valence,face,svm,5,5,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5220588235294118,0.4583333333333333,0.4444444444444444,1.0,0.6153846153846154,3,65,0,52
general,COHORT,P25,valence,face,svm,5,5,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5,0.55,0.55,1.0,0.7096774193548387,0,54,0,66
general,COHORT,P32,valence,face,svm,5,5,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,522,678,0.47580645161290325,0.49166666666666664,0.5042735042735043,0.9516129032258065,0.659217877094972,0,58,3,59
general,COHORT,P40,valence,face,svm,5,5,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,522,678,0.5109427609427609,0.5583333333333333,0.5555555555555556,0.9848484848484849,0.7103825136612022,2,52,1,65
general,COHORT,P42,valence,face,svm,5,5,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,522,678,0.5,0.5666666666666667,0.5666666666666667,1.0,0.723404255319149,0,52,0,68
general,COHORT,P43,valence,face,svm,5,5,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,522,678,0.5,0.6416666666666667,0.6416666666666667,1.0,0.7817258883248731,0,43,0,77
general,COHORT,P45,valence,face,svm,5,5,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,522,678,0.5,0.65,0.65,1.0,0.7878787878787878,0,42,0,78
general,COHORT,P10,valence,face,svm,10,10,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.6128571428571429,0.5916666666666667,0.723404255319149,0.4857142857142857,0.5811965811965812,37,13,36,34
general,COHORT,P11,valence,face,svm,10,10,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.5,0.5166666666666667,0.5166666666666667,1.0,0.6813186813186813,0,58,0,62
general,COHORT,P19,valence,face,svm,10,10,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,522,678,0.4842947749924494,0.6083333333333333,0.6339285714285714,0.922077922077922,0.7513227513227513,2,41,6,71
