target,stratum,participants,mean_participant_ba_fixed_050,mean_participant_ba_optimized,median_participant_ba_fixed_050,median_participant_ba_optimized,fixed_ge_060_count,fixed_ge_060_fraction,optimized_ge_060_count,optimized_ge_060_fraction,fixed_ge_065_count,fixed_ge_065_fraction,optimized_ge_065_count,optimized_ge_065_fraction,median_fold_sd_fixed_050,median_fold_sd_optimized,improved_count,unchanged_count,worsened_count,improved_by_at_least_003_count
valence,all,1,0.46771929824561403,0.4533333333333333,0.46771929824561403,0.4533333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0.05091272201677979,0.09527624219536478,0,0,1,0
valence,severe_imbalance,1,0.46771929824561403,0.4533333333333333,0.46771929824561403,0.4533333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0.05091272201677979,0.09527624219536478,0,0,1,0
valence,threshold_plausible,1,0.46771929824561403,0.4533333333333333,0.46771929824561403,0.4533333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0.05091272201677979,0.09527624219536478,0,0,1,0
