video_irisdo_norm_mean,video_irisdo_norm_std,video_eso_norm_mean,video_eso_norm_std,video_enso_norm_std
0.0391395456057828,0.0208762842638463,0.6974739539834329,0.0214219730874634,0.0235437074514597
0.0491405518007248,0.0270418713646774,0.7062124434820564,0.018454337450526,0.0328739655754043
0.0552988835975565,0.0290920777851013,0.7016898250931584,0.0163985734980547,0.0294921893090497
0.0495681209225836,0.0156661966365799,0.7073387783812907,0.0108347838657443,0.0202712354827716
0.0527469086445846,0.0237375855149299,0.7091504887136101,0.0116247055399614,0.0267268367140056
0.0563697493790216,0.0261357979241276,0.7103599519210815,0.0135595896386694,0.027058411703574
0.0442629656433728,0.021007891531262,0.7052292576820505,0.0165840720428527,0.0285412368381752
0.064106595160048,0.0263763149235262,0.7074438653499454,0.0140236349118942,0.0280756500410033
0.0651024485525853,0.0250402911307919,0.7105063337854621,0.0086959291998334,0.0257682101472029
0.0629540368422559,0.0147716269128454,0.712932973869141,0.0060668323206505,0.0112049821217788
0.0441158407544676,0.0208177660384814,0.7046497823801288,0.0175683282145319,0.0286104517722284
0.044257394269485,0.0132862867254477,0.7108795050740139,0.010274366173885,0.0176875452260204
0.0541692337246893,0.017496682503268,0.7112172688503412,0.0130313397273817,0.0197849378564303
0.036286974334741,0.017391683342592,0.6987428468236787,0.0173456708462978,0.025443493717131
0.056924706368969,0.0160908383404052,0.7080776675616032,0.0074758000889328,0.014028214087933
0.0487001345823576,0.0202103542702728,0.7070050468349184,0.0112841989502892,0.0215939381634201
0.0258931657176246,0.0119367985270794,0.6938281445945141,0.0133607703942026,0.0186944268874584
0.0338496895566186,0.0152242846665785,0.7000934318307205,0.0155377238797254,0.0181171551802885
0.0603983647720612,0.0121932860939065,0.7086690129672911,0.0051990466163632,0.0090349821491699
0.0510087435743938,0.0152437210183808,0.7102189574394647,0.0082232317200207,0.0187846783382511
0.0522239304664186,0.010025882038644,0.7064039646539424,0.0059337190796267,0.0110697119860131
0.0627993627781461,0.0122554449930359,0.7069598952194736,0.0043699858668622,0.0120680553838881
0.0509316066088652,0.0113297898944884,0.7040981416380012,0.0078878620078352,0.0158092500109633
0.0356482637437314,0.0195534539117594,0.6962297544003901,0.0172648421846185,0.023436064043811
0.0524339452149812,0.0177293288875068,0.705379907883874,0.0109640225145245,0.018950085506211
0.0443537057641356,0.0209372898008078,0.7020420903951142,0.012974126078039,0.0233798596929077
0.0441153742781342,0.0190300259384795,0.7034627005057886,0.0134415349808437,0.0252787164979643
0.0332040871871405,0.0133865527143323,0.6951641663268135,0.0115274180239232,0.0167331535840632
0.0403708884514145,0.0138751320119107,0.7029813327142936,0.0063030983952716,0.0157643999581133
0.0346478164944012,0.0144894174843047,0.6990188072371095,0.0108157626023865,0.0197785277679542
0.0588235856541095,0.0159372912339705,0.7100286973646425,0.0055840296187654,0.0147442783831472
0.0600815060237164,0.0159115963275785,0.7137703805664881,0.0063706164670771,0.0147189705324379
0.0449782093560196,0.0213825357043887,0.7071688072183163,0.0120335968288814,0.0227505989185167
0.0602810852809724,0.0194239078806251,0.7089583423935902,0.010950459968683,0.0186559877640598
0.0343783393103875,0.0212452822446163,0.6979251290229088,0.0162619352085612,0.0277996684857859
0.0720794366504476,0.0219328458187709,0.6983398652147849,0.0141279514872608,0.0152012324802575
