participant,task,segment_id,window_id,window_start_s,window_end_s,condition,model_id,nearest_image_distance,outside_selected_count,outside_selected_fraction,max_abs_image_z,median_abs_image_z
P01,pick_place,1,pick_place_s1_0.000,0.0,2.0,ICA,valence__eeg__svm__5,454.72077961241325,3,0.6,442.3735925856308,15.360640758253583
P01,pick_place,1,pick_place_s1_1.000,1.0,3.0,ICA,valence__eeg__svm__5,26.770818284497565,2,0.4,26.65894557277793,2.639855193029182
P01,pick_place,1,pick_place_s1_10.000,10.0,12.0,ICA,valence__eeg__svm__5,3.3675868782817098,1,0.2,6.887665981070737,0.6473148132894939
P01,pick_place,1,pick_place_s1_11.000,11.0,13.0,ICA,valence__eeg__svm__5,7.314071048976453,1,0.2,10.510287683278472,0.9107161978490987
P01,pick_place,1,pick_place_s1_12.000,12.0,14.0,ICA,valence__eeg__svm__5,7.32818032674978,1,0.2,9.730860472899177,2.2035091397468
P01,pick_place,1,pick_place_s1_13.000,13.0,15.0,ICA,valence__eeg__svm__5,4.289218754390182,1,0.2,5.227968879692865,1.7673182209519054
P01,pick_place,1,pick_place_s1_14.000,14.0,16.0,ICA,valence__eeg__svm__5,7.374207897758189,1,0.2,9.44423689453248,0.7816795058280614
P01,pick_place,1,pick_place_s1_15.000,15.0,17.0,ICA,valence__eeg__svm__5,3.2711830354084266,1,0.2,6.8426910915721555,0.6175573659883495
P01,pick_place,1,pick_place_s1_16.000,16.0,18.0,ICA,valence__eeg__svm__5,1.362994892790408,1,0.2,4.920699357849919,0.5581559431639702
P01,pick_place,1,pick_place_s1_17.000,17.0,19.0,ICA,valence__eeg__svm__5,4.687093546327726,1,0.2,8.181875862770616,0.7255888462396206
P01,pick_place,1,pick_place_s1_18.000,18.0,20.0,ICA,valence__eeg__svm__5,1.5594173971189496,1,0.2,5.004783228320344,0.6157381392568204
P01,pick_place,1,pick_place_s1_19.000,19.0,21.0,ICA,valence__eeg__svm__5,3.243138407481005,1,0.2,6.486511708115408,0.48919746834862177
P01,pick_place,1,pick_place_s1_2.000,2.0,4.0,ICA,valence__eeg__svm__5,6.67996659543331,1,0.2,9.533087286378635,1.1348042297199192
