video_irisdo_norm_mean,video_irisdo_norm_std,video_eso_norm_mean,video_eso_norm_std,video_enso_norm_mean,video_enso_norm_std,video_mnso_norm_mean,video_mnso_norm_std,video_mwo_norm_mean,video_mwo_norm_std
0.0632249783159229,0.0150816688179136,0.7230669203519606,0.010663927676371,0.5398584902306496,0.0130760650462286,0.138211126780186,0.0061354318337389,0.6420248216073696,0.0246287912295144
0.0636625747917722,0.0108497812612582,0.7335311246796987,0.0039881592287082,0.5566991537095124,0.0083593529831333,0.1335949359696487,0.003283818578258,0.6277721330960091,0.0111194790179092
0.0823753085978814,0.006136116603223,0.7417936845864361,0.0027750014636028,0.5745721227755115,0.00309620246524,0.1413850845122373,0.0046736665561332,0.6148246455877421,0.0113024219231555
0.0806004544774106,0.0106290974908877,0.7398547923516022,0.0026138324686805,0.5776416094730957,0.0060923187286636,0.1447610494594987,0.0029090130384925,0.6156271472670768,0.009340598474841
0.0875692907510841,0.0037566612640179,0.740239496679368,0.0020547202777232,0.5788822609558898,0.0049293847681898,0.1428843660638228,0.0032354415713073,0.6090709467010066,0.0134031905024123
0.0691427719380335,0.0189972805560217,0.7371533703039279,0.0111464037817209,0.5660358246364813,0.0158431528643462,0.1485238797101547,0.0029510553936983,0.6034256642419413,0.0172232315744903
0.0579583486728044,0.0205547115293027,0.7346485144522261,0.0070495799048867,0.565445940979396,0.0106748665672354,0.1460253850184983,0.005952592492063,0.6075125329813373,0.0134284382258948
0.0705436848268216,0.0197099624879283,0.738589065800652,0.0082653668646672,0.5718589533587739,0.0133219604526992,0.1443294820584029,0.0053915638180821,0.6333718579697026,0.0268101839572006
0.0722854833006273,0.010649839446921,0.7376676223446983,0.0042748127851394,0.570172932086144,0.0060403603186395,0.1392226326612955,0.0034307797740005,0.6240287513541548,0.0167629087625793
0.0790222153333447,0.0067657795674217,0.7417943000916455,0.0029911056140474,0.5708393573082154,0.0042503624812787,0.147063314043982,0.0027196339466381,0.6164280815919511,0.0106675704195799
0.0762156916295174,0.0062389671514978,0.7381250947169831,0.0047692986956093,0.5768398928924945,0.0058885975094771,0.1453643510991611,0.012224546362704,0.6208944312775141,0.041051023130437
0.0758506035666198,0.0079249022551721,0.7398131431236212,0.0026281549602132,0.5713382049325243,0.0037146774886379,0.1424942179317531,0.0038651027892304,0.6215192317297455,0.0144104395273957
0.0784032778313077,0.0069181267760955,0.7422558778373213,0.0035604261977923,0.5732172479853016,0.0053244315105177,0.1498351651279493,0.0037438387680455,0.6059231440250528,0.0201491243573115
0.0807819063230563,0.0101067423693028,0.7422495582846212,0.0027066034671942,0.5827789519922383,0.0063131249497398,0.1555169293598703,0.0024920489400007,0.5963770236365581,0.0099292404123315
0.0755030951557034,0.0074759720243014,0.7411552979038133,0.0037268279498182,0.57489674382138,0.0047659905252164,0.1545494451761491,0.003405427682851,0.5878282287409565,0.0090252607447959
0.0821548222771397,0.0054167450031423,0.7417389181078555,0.0044235985620059,0.5798909511463016,0.0083535469223986,0.1567998854547633,0.0017540857762821,0.5952233900116449,0.0117640192033167
