mode,participant,held_out_participant,target,modality,regressor,feature_count_request,feature_count_resolved,fold,training_participants,sample_size,train_size,test_size,rmse,mae,r2,explained_variance
individual,P25,P25,valence,eeg,knn,20,20,1,P25,120,96,24,2.0163607549499685,1.6707920288793525,-0.04546846419776185,-0.04429130378726165
individual,P25,P25,valence,eeg,knn,20,20,2,P25,120,96,24,1.8220602573096254,1.4886363636363635,0.13236639618424795,0.14289946153500033
individual,P25,P25,valence,eeg,knn,20,20,3,P25,120,96,24,1.7476904098573876,1.5595238095238095,-0.8637149775164306,-0.5419405050155657
individual,P25,P25,valence,eeg,knn,20,20,4,P25,120,96,24,1.8785397426261308,1.6785714285714286,-0.07264013784933465,-0.02852835065424575
individual,P25,P25,valence,eeg,knn,20,20,5,P25,120,96,24,1.734236361507784,1.5,-0.09366391184573009,-0.07360798063277407
individual,P32,P32,valence,eeg,knn,20,20,1,P32,120,96,24,1.6961916506404808,1.4356060606060606,-0.22211658012140711,-0.10094712206538436
individual,P32,P32,valence,eeg,knn,20,20,2,P32,120,96,24,1.6764862244009227,1.3409090909090908,-0.1663610165051086,-0.16169290494676947
individual,P32,P32,valence,eeg,knn,20,20,3,P32,120,96,24,1.403581605149501,1.0568181818181819,-0.006871163844625272,-0.005983852398307565
individual,P32,P32,valence,eeg,knn,20,20,4,P32,120,96,24,1.6049166881048922,1.2196969696969695,-0.3164475276276517,-0.15582215638680896
individual,P32,P32,valence,eeg,knn,20,20,5,P32,120,96,24,1.668026656013047,1.2976190476190477,-0.4529576109682314,-0.44696282864913917
individual,P40,P40,valence,eeg,knn,20,20,1,P40,120,96,24,2.0809539540971267,1.652317464162449,-0.11801557634502013,0.07466274618257918
individual,P40,P40,valence,eeg,knn,20,20,2,P40,120,96,24,2.31546853958829,2.0773809523809526,-0.6296376070217007,-0.3220505088578969
individual,P40,P40,valence,eeg,knn,20,20,3,P40,120,96,24,2.3654507854412508,2.0573168815242564,-0.14450492647958346,-0.07858260921373406
individual,P40,P40,valence,eeg,knn,20,20,4,P40,120,96,24,1.9199613072793809,1.6913158223367946,0.08439809454283287,0.11226566759470435
individual,P40,P40,valence,eeg,knn,20,20,5,P40,120,96,24,2.1353362574781998,1.8330380155048491,-0.05265118121065249,0.004511571417014859
individual,P42,P42,valence,eeg,knn,20,20,1,P42,120,96,24,1.251758704371714,1.0805195936137313,-0.08608220925020782,0.019470830487661295
individual,P42,P42,valence,eeg,knn,20,20,2,P42,120,96,24,1.4717261842586435,1.234848484848485,-0.04314657674341471,-0.036927499378092365
individual,P42,P42,valence,eeg,knn,20,20,3,P42,120,96,24,1.7255773178533054,1.4659090909090908,-0.11952182638154629,-0.11558919362147457
