mode,participant,held_out_participant,target,modality,classifier,feature_count_request,feature_count_resolved,fold,training_participants,sample_size,train_size,test_size,low_count,high_count,balanced_accuracy,accuracy,precision,recall,f1,tn,fp,fn,tp,representation,source_run,low_recall
individual,P19,P19,valence,eeg,knn,5,5,5,P19,120,96,24,43,77,0.625,0.6666666666666666,0.75,0.75,0.75,4,4,4,12,no_ICA,p19_no_ica,0.5
individual,P19,P19,valence,eeg,knn,10,10,1,P19,120,96,24,43,77,0.5555555555555556,0.6666666666666666,0.6521739130434783,1.0,0.7894736842105263,1,8,0,15,no_ICA,p19_no_ica,0.1111111111111111
individual,P19,P19,valence,eeg,knn,10,10,2,P19,120,96,24,43,77,0.5444444444444445,0.625,0.65,0.8666666666666667,0.7428571428571429,2,7,2,13,no_ICA,p19_no_ica,0.2222222222222222
individual,P19,P19,valence,eeg,knn,10,10,3,P19,120,96,24,43,77,0.5666666666666667,0.625,0.6666666666666666,0.8,0.7272727272727273,3,6,3,12,no_ICA,p19_no_ica,0.3333333333333333
individual,P19,P19,valence,eeg,knn,10,10,4,P19,120,96,24,43,77,0.5625,0.6666666666666666,0.7,0.875,0.7777777777777778,2,6,2,14,no_ICA,p19_no_ica,0.25
individual,P19,P19,valence,eeg,knn,10,10,5,P19,120,96,24,43,77,0.53125,0.5416666666666666,0.6923076923076923,0.5625,0.6206896551724138,4,4,7,9,no_ICA,p19_no_ica,0.5
individual,P19,P19,valence,eeg,knn,20,20,1,P19,120,96,24,43,77,0.6111111111111112,0.7083333333333334,0.6818181818181818,1.0,0.8108108108108109,2,7,0,15,no_ICA,p19_no_ica,0.2222222222222222
individual,P19,P19,valence,eeg,knn,20,20,2,P19,120,96,24,43,77,0.6,0.6666666666666666,0.6842105263157895,0.8666666666666667,0.7647058823529411,3,6,2,13,no_ICA,p19_no_ica,0.3333333333333333
individual,P19,P19,valence,eeg,knn,20,20,3,P19,120,96,24,43,77,0.5777777777777777,0.6666666666666666,0.6666666666666666,0.9333333333333333,0.7777777777777778,2,7,1,14,no_ICA,p19_no_ica,0.2222222222222222
individual,P19,P19,valence,eeg,knn,20,20,4,P19,120,96,24,43,77,0.375,0.5,0.6,0.75,0.6666666666666666,0,8,4,12,no_ICA,p19_no_ica,0.0
individual,P19,P19,valence,eeg,knn,20,20,5,P19,120,96,24,43,77,0.53125,0.5,0.7,0.4375,0.5384615384615384,5,3,9,7,no_ICA,p19_no_ica,0.625
individual,P19,P19,valence,eeg,svm,all,all,1,P19,120,96,24,43,77,0.5,0.625,0.625,1.0,0.7692307692307693,0,9,0,15,no_ICA,p19_no_ica,0.0
individual,P19,P19,valence,eeg,svm,all,all,2,P19,120,96,24,43,77,0.4666666666666667,0.5833333333333334,0.6086956521739131,0.9333333333333333,0.7368421052631579,0,9,1,14,no_ICA,p19_no_ica,0.0
individual,P19,P19,valence,eeg,svm,all,all,3,P19,120,96,24,43,77,0.43333333333333335,0.4583333333333333,0.5714285714285714,0.5333333333333333,0.5517241379310345,3,6,7,8,no_ICA,p19_no_ica,0.3333333333333333
individual,P19,P19,valence,eeg,svm,all,all,4,P19,120,96,24,43,77,0.3125,0.3333333333333333,0.5,0.375,0.42857142857142855,2,6,10,6,no_ICA,p19_no_ica,0.25
individual,P19,P19,valence,eeg,svm,all,all,5,P19,120,96,24,43,77,0.5,0.6666666666666666,0.6666666666666666,1.0,0.8,0,8,0,16,no_ICA,p19_no_ica,0.0
individual,P19,P19,valence,eeg,svm,5,5,1,P19,120,96,24,43,77,0.5,0.625,0.625,1.0,0.7692307692307693,0,9,0,15,no_ICA,p19_no_ica,0.0
individual,P19,P19,valence,eeg,svm,5,5,2,P19,120,96,24,43,77,0.5222222222222223,0.625,0.6363636363636364,0.9333333333333333,0.7567567567567568,1,8,1,14,no_ICA,p19_no_ica,0.1111111111111111
individual,P19,P19,valence,eeg,svm,5,5,3,P19,120,96,24,43,77,0.5666666666666667,0.625,0.6666666666666666,0.8,0.7272727272727273,3,6,3,12,no_ICA,p19_no_ica,0.3333333333333333
individual,P19,P19,valence,eeg,svm,5,5,4,P19,120,96,24,43,77,0.46875,0.625,0.6521739130434783,0.9375,0.7692307692307693,0,8,1,15,no_ICA,p19_no_ica,0.0
individual,P19,P19,valence,eeg,svm,5,5,5,P19,120,96,24,43,77,0.625,0.7083333333333334,0.7368421052631579,0.875,0.8,3,5,2,14,no_ICA,p19_no_ica,0.375
individual,P19,P19,valence,eeg,svm,10,10,1,P19,120,96,24,43,77,0.5222222222222223,0.625,0.6363636363636364,0.9333333333333333,0.7567567567567568,1,8,1,14,no_ICA,p19_no_ica,0.1111111111111111
individual,P19,P19,valence,eeg,svm,10,10,2,P19,120,96,24,43,77,0.5777777777777777,0.6666666666666666,0.6666666666666666,0.9333333333333333,0.7777777777777778,2,7,1,14,no_ICA,p19_no_ica,0.2222222222222222
individual,P19,P19,valence,eeg,svm,10,10,3,P19,120,96,24,43,77,0.5666666666666667,0.625,0.6666666666666666,0.8,0.7272727272727273,3,6,3,12,no_ICA,p19_no_ica,0.3333333333333333
individual,P19,P19,valence,eeg,svm,10,10,4,P19,120,96,24,43,77,0.46875,0.5833333333333334,0.65,0.8125,0.7222222222222222,1,7,3,13,no_ICA,p19_no_ica,0.125
individual,P19,P19,valence,eeg,svm,10,10,5,P19,120,96,24,43,77,0.6875,0.75,0.7777777777777778,0.875,0.8235294117647058,4,4,2,14,no_ICA,p19_no_ica,0.5
individual,P19,P19,valence,eeg,svm,20,20,1,P19,120,96,24,43,77,0.4666666666666667,0.5,0.6,0.6,0.6,3,6,6,9,no_ICA,p19_no_ica,0.3333333333333333
individual,P19,P19,valence,eeg,svm,20,20,2,P19,120,96,24,43,77,0.3555555555555555,0.4166666666666667,0.5294117647058824,0.6,0.5625,1,8,6,9,no_ICA,p19_no_ica,0.1111111111111111
individual,P19,P19,valence,eeg,svm,20,20,3,P19,120,96,24,43,77,0.5333333333333333,0.5833333333333334,0.6470588235294118,0.7333333333333333,0.6875,3,6,4,11,no_ICA,p19_no_ica,0.3333333333333333
individual,P19,P19,valence,eeg,svm,20,20,4,P19,120,96,24,43,77,0.40625,0.5416666666666666,0.6190476190476191,0.8125,0.7027027027027027,0,8,3,13,no_ICA,p19_no_ica,0.0
individual,P19,P19,valence,eeg,svm,20,20,5,P19,120,96,24,43,77,0.625,0.6666666666666666,0.75,0.75,0.75,4,4,4,12,no_ICA,p19_no_ica,0.5
individual,P19,P19,valence,eeg,gnb,all,all,1,P19,120,96,24,43,77,0.4888888888888889,0.5,0.6153846153846154,0.5333333333333333,0.5714285714285714,4,5,7,8,no_ICA,p19_no_ica,0.4444444444444444
individual,P19,P19,valence,eeg,gnb,all,all,2,P19,120,96,24,43,77,0.5444444444444445,0.5416666666666666,0.6666666666666666,0.5333333333333333,0.5925925925925926,5,4,7,8,no_ICA,p19_no_ica,0.5555555555555556
individual,P19,P19,valence,eeg,gnb,all,all,3,P19,120,96,24,43,77,0.4888888888888889,0.5,0.6153846153846154,0.5333333333333333,0.5714285714285714,4,5,7,8,no_ICA,p19_no_ica,0.4444444444444444
individual,P19,P19,valence,eeg,gnb,all,all,4,P19,120,96,24,43,77,0.5,0.5833333333333334,0.6666666666666666,0.75,0.7058823529411765,2,6,4,12,no_ICA,p19_no_ica,0.25
individual,P19,P19,valence,eeg,gnb,all,all,5,P19,120,96,24,43,77,0.65625,0.625,0.8181818181818182,0.5625,0.6666666666666666,6,2,7,9,no_ICA,p19_no_ica,0.75
individual,P19,P19,valence,eeg,gnb,5,5,1,P19,120,96,24,43,77,0.5888888888888888,0.625,0.6875,0.7333333333333333,0.7096774193548387,4,5,4,11,no_ICA,p19_no_ica,0.4444444444444444
individual,P19,P19,valence,eeg,gnb,5,5,2,P19,120,96,24,43,77,0.7,0.7083333333333334,0.7857142857142857,0.7333333333333333,0.7586206896551724,6,3,4,11,no_ICA,p19_no_ica,0.6666666666666666
individual,P19,P19,valence,eeg,gnb,5,5,3,P19,120,96,24,43,77,0.6222222222222222,0.6666666666666666,0.7058823529411765,0.8,0.75,4,5,3,12,no_ICA,p19_no_ica,0.4444444444444444
individual,P19,P19,valence,eeg,gnb,5,5,4,P19,120,96,24,43,77,0.46875,0.5833333333333334,0.65,0.8125,0.7222222222222222,1,7,3,13,no_ICA,p19_no_ica,0.125
individual,P19,P19,valence,eeg,gnb,5,5,5,P19,120,96,24,43,77,0.625,0.6666666666666666,0.75,0.75,0.75,4,4,4,12,no_ICA,p19_no_ica,0.5
individual,P19,P19,valence,eeg,gnb,10,10,1,P19,120,96,24,43,77,0.5,0.5416666666666666,0.625,0.6666666666666666,0.6451612903225806,3,6,5,10,no_ICA,p19_no_ica,0.3333333333333333
individual,P19,P19,valence,eeg,gnb,10,10,2,P19,120,96,24,43,77,0.7,0.7083333333333334,0.7857142857142857,0.7333333333333333,0.7586206896551724,6,3,4,11,no_ICA,p19_no_ica,0.6666666666666666
individual,P19,P19,valence,eeg,gnb,10,10,3,P19,120,96,24,43,77,0.5888888888888888,0.625,0.6875,0.7333333333333333,0.7096774193548387,4,5,4,11,no_ICA,p19_no_ica,0.4444444444444444
individual,P19,P19,valence,eeg,gnb,10,10,4,P19,120,96,24,43,77,0.53125,0.625,0.6842105263157895,0.8125,0.7428571428571429,2,6,3,13,no_ICA,p19_no_ica,0.25
individual,P19,P19,valence,eeg,gnb,10,10,5,P19,120,96,24,43,77,0.6875,0.7083333333333334,0.8,0.75,0.7741935483870968,5,3,4,12,no_ICA,p19_no_ica,0.625
individual,P19,P19,valence,eeg,gnb,20,20,1,P19,120,96,24,43,77,0.4888888888888889,0.5,0.6153846153846154,0.5333333333333333,0.5714285714285714,4,5,7,8,no_ICA,p19_no_ica,0.4444444444444444
individual,P19,P19,valence,eeg,gnb,20,20,2,P19,120,96,24,43,77,0.6222222222222222,0.5833333333333334,0.7777777777777778,0.4666666666666667,0.5833333333333334,7,2,8,7,no_ICA,p19_no_ica,0.7777777777777778
individual,P19,P19,valence,eeg,gnb,20,20,3,P19,120,96,24,43,77,0.5555555555555556,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,5,5,10,no_ICA,p19_no_ica,0.4444444444444444
individual,P19,P19,valence,eeg,gnb,20,20,4,P19,120,96,24,43,77,0.5,0.5833333333333334,0.6666666666666666,0.75,0.7058823529411765,2,6,4,12,no_ICA,p19_no_ica,0.25
individual,P19,P19,valence,eeg,gnb,20,20,5,P19,120,96,24,43,77,0.625,0.625,0.7692307692307693,0.625,0.6896551724137931,5,3,6,10,no_ICA,p19_no_ica,0.625
individual,P19,P19,arousal,eeg,knn,all,all,1,P19,120,96,24,65,55,0.6573426573426573,0.6666666666666666,0.6666666666666666,0.5454545454545454,0.6,10,3,5,6,no_ICA,p19_no_ica,0.7692307692307693
individual,P19,P19,arousal,eeg,knn,all,all,2,P19,120,96,24,65,55,0.6643356643356644,0.6666666666666666,0.6363636363636364,0.6363636363636364,0.6363636363636364,9,4,4,7,no_ICA,p19_no_ica,0.6923076923076923
individual,P19,P19,arousal,eeg,knn,all,all,3,P19,120,96,24,65,55,0.5734265734265734,0.5833333333333334,0.5555555555555556,0.45454545454545453,0.5,9,4,6,5,no_ICA,p19_no_ica,0.6923076923076923
individual,P19,P19,arousal,eeg,knn,all,all,4,P19,120,96,24,65,55,0.38111888111888115,0.375,0.35714285714285715,0.45454545454545453,0.4,4,9,6,5,no_ICA,p19_no_ica,0.3076923076923077
individual,P19,P19,arousal,eeg,knn,all,all,5,P19,120,96,24,65,55,0.534965034965035,0.5416666666666666,0.5,0.45454545454545453,0.47619047619047616,8,5,6,5,no_ICA,p19_no_ica,0.6153846153846154
individual,P19,P19,arousal,eeg,knn,5,5,1,P19,120,96,24,65,55,0.7412587412587412,0.75,0.7777777777777778,0.6363636363636364,0.7,11,2,4,7,no_ICA,p19_no_ica,0.8461538461538461
individual,P19,P19,arousal,eeg,knn,5,5,2,P19,120,96,24,65,55,0.6188811188811189,0.625,0.6,0.5454545454545454,0.5714285714285714,9,4,5,6,no_ICA,p19_no_ica,0.6923076923076923
individual,P19,P19,arousal,eeg,knn,5,5,3,P19,120,96,24,65,55,0.4825174825174825,0.5,0.42857142857142855,0.2727272727272727,0.3333333333333333,9,4,8,3,no_ICA,p19_no_ica,0.6923076923076923
individual,P19,P19,arousal,eeg,knn,5,5,4,P19,120,96,24,65,55,0.6888111888111889,0.7083333333333334,0.8333333333333334,0.45454545454545453,0.5882352941176471,12,1,6,5,no_ICA,p19_no_ica,0.9230769230769231
individual,P19,P19,arousal,eeg,knn,5,5,5,P19,120,96,24,65,55,0.520979020979021,0.5416666666666666,0.5,0.2727272727272727,0.35294117647058826,10,3,8,3,no_ICA,p19_no_ica,0.7692307692307693
individual,P19,P19,arousal,eeg,knn,10,10,1,P19,120,96,24,65,55,0.7482517482517483,0.75,0.7272727272727273,0.7272727272727273,0.7272727272727273,10,3,3,8,no_ICA,p19_no_ica,0.7692307692307693
individual,P19,P19,arousal,eeg,knn,10,10,2,P19,120,96,24,65,55,0.6503496503496503,0.6666666666666666,0.7142857142857143,0.45454545454545453,0.5555555555555556,11,2,6,5,no_ICA,p19_no_ica,0.8461538461538461
individual,P19,P19,arousal,eeg,knn,10,10,3,P19,120,96,24,65,55,0.6118881118881119,0.625,0.625,0.45454545454545453,0.5263157894736842,10,3,6,5,no_ICA,p19_no_ica,0.7692307692307693
individual,P19,P19,arousal,eeg,knn,10,10,4,P19,120,96,24,65,55,0.6643356643356644,0.6666666666666666,0.6363636363636364,0.6363636363636364,0.6363636363636364,9,4,4,7,no_ICA,p19_no_ica,0.6923076923076923
individual,P19,P19,arousal,eeg,knn,10,10,5,P19,120,96,24,65,55,0.6118881118881119,0.625,0.625,0.45454545454545453,0.5263157894736842,10,3,6,5,no_ICA,p19_no_ica,0.7692307692307693
individual,P19,P19,arousal,eeg,knn,20,20,1,P19,120,96,24,65,55,0.7097902097902098,0.7083333333333334,0.6666666666666666,0.7272727272727273,0.6956521739130435,9,4,3,8,no_ICA,p19_no_ica,0.6923076923076923
individual,P19,P19,arousal,eeg,knn,20,20,2,P19,120,96,24,65,55,0.38111888111888115,0.375,0.35714285714285715,0.45454545454545453,0.4,4,9,6,5,no_ICA,p19_no_ica,0.3076923076923077
individual,P19,P19,arousal,eeg,knn,20,20,3,P19,120,96,24,65,55,0.6118881118881119,0.625,0.625,0.45454545454545453,0.5263157894736842,10,3,6,5,no_ICA,p19_no_ica,0.7692307692307693
individual,P19,P19,arousal,eeg,knn,20,20,4,P19,120,96,24,65,55,0.5874125874125874,0.5833333333333334,0.5384615384615384,0.6363636363636364,0.5833333333333334,7,6,4,7,no_ICA,p19_no_ica,0.5384615384615384
individual,P19,P19,arousal,eeg,knn,20,20,5,P19,120,96,24,65,55,0.6188811188811189,0.625,0.6,0.5454545454545454,0.5714285714285714,9,4,5,6,no_ICA,p19_no_ica,0.6923076923076923
individual,P19,P19,arousal,eeg,svm,all,all,1,P19,120,96,24,65,55,0.7412587412587412,0.75,0.7777777777777778,0.6363636363636364,0.7,11,2,4,7,no_ICA,p19_no_ica,0.8461538461538461
individual,P19,P19,arousal,eeg,svm,all,all,2,P19,120,96,24,65,55,0.48951048951048953,0.5,0.4444444444444444,0.36363636363636365,0.4,8,5,7,4,no_ICA,p19_no_ica,0.6153846153846154
individual,P19,P19,arousal,eeg,svm,all,all,3,P19,120,96,24,65,55,0.5664335664335665,0.5833333333333334,0.5714285714285714,0.36363636363636365,0.4444444444444444,10,3,7,4,no_ICA,p19_no_ica,0.7692307692307693
individual,P19,P19,arousal,eeg,svm,all,all,4,P19,120,96,24,65,55,0.3601398601398601,0.375,0.25,0.18181818181818182,0.21052631578947367,7,6,9,2,no_ICA,p19_no_ica,0.5384615384615384
individual,P19,P19,arousal,eeg,svm,all,all,5,P19,120,96,24,65,55,0.48951048951048953,0.5,0.4444444444444444,0.36363636363636365,0.4,8,5,7,4,no_ICA,p19_no_ica,0.6153846153846154
individual,P19,P19,arousal,eeg,svm,5,5,1,P19,120,96,24,65,55,0.6188811188811189,0.625,0.6,0.5454545454545454,0.5714285714285714,9,4,5,6,no_ICA,p19_no_ica,0.6923076923076923
individual,P19,P19,arousal,eeg,svm,5,5,2,P19,120,96,24,65,55,0.6573426573426573,0.6666666666666666,0.6666666666666666,0.5454545454545454,0.6,10,3,5,6,no_ICA,p19_no_ica,0.7692307692307693
individual,P19,P19,arousal,eeg,svm,5,5,3,P19,120,96,24,65,55,0.5664335664335665,0.5833333333333334,0.5714285714285714,0.36363636363636365,0.4444444444444444,10,3,7,4,no_ICA,p19_no_ica,0.7692307692307693
individual,P19,P19,arousal,eeg,svm,5,5,4,P19,120,96,24,65,55,0.6958041958041958,0.7083333333333334,0.75,0.5454545454545454,0.631578947368421,11,2,5,6,no_ICA,p19_no_ica,0.8461538461538461
individual,P19,P19,arousal,eeg,svm,5,5,5,P19,120,96,24,65,55,0.6713286713286714,0.6666666666666666,0.6153846153846154,0.7272727272727273,0.6666666666666666,8,5,3,8,no_ICA,p19_no_ica,0.6153846153846154
individual,P19,P19,arousal,eeg,svm,10,10,1,P19,120,96,24,65,55,0.7482517482517483,0.75,0.7272727272727273,0.7272727272727273,0.7272727272727273,10,3,3,8,no_ICA,p19_no_ica,0.7692307692307693
individual,P19,P19,arousal,eeg,svm,10,10,2,P19,120,96,24,65,55,0.6258741258741258,0.625,0.5833333333333334,0.6363636363636364,0.6086956521739131,8,5,4,7,no_ICA,p19_no_ica,0.6153846153846154
individual,P19,P19,arousal,eeg,svm,10,10,3,P19,120,96,24,65,55,0.5664335664335665,0.5833333333333334,0.5714285714285714,0.36363636363636365,0.4444444444444444,10,3,7,4,no_ICA,p19_no_ica,0.7692307692307693
individual,P19,P19,arousal,eeg,svm,10,10,4,P19,120,96,24,65,55,0.6433566433566433,0.6666666666666666,0.8,0.36363636363636365,0.5,12,1,7,4,no_ICA,p19_no_ica,0.9230769230769231
individual,P19,P19,arousal,eeg,svm,10,10,5,P19,120,96,24,65,55,0.5734265734265734,0.5833333333333334,0.5555555555555556,0.45454545454545453,0.5,9,4,6,5,no_ICA,p19_no_ica,0.6923076923076923
individual,P19,P19,arousal,eeg,svm,20,20,1,P19,120,96,24,65,55,0.6258741258741258,0.625,0.5833333333333334,0.6363636363636364,0.6086956521739131,8,5,4,7,no_ICA,p19_no_ica,0.6153846153846154
individual,P19,P19,arousal,eeg,svm,20,20,2,P19,120,96,24,65,55,0.5034965034965035,0.5,0.46153846153846156,0.5454545454545454,0.5,6,7,5,6,no_ICA,p19_no_ica,0.46153846153846156
individual,P19,P19,arousal,eeg,svm,20,20,3,P19,120,96,24,65,55,0.534965034965035,0.5416666666666666,0.5,0.45454545454545453,0.47619047619047616,8,5,6,5,no_ICA,p19_no_ica,0.6153846153846154
individual,P19,P19,arousal,eeg,svm,20,20,4,P19,120,96,24,65,55,0.5804195804195804,0.5833333333333334,0.5454545454545454,0.5454545454545454,0.5454545454545454,8,5,5,6,no_ICA,p19_no_ica,0.6153846153846154
individual,P19,P19,arousal,eeg,svm,20,20,5,P19,120,96,24,65,55,0.534965034965035,0.5416666666666666,0.5,0.45454545454545453,0.47619047619047616,8,5,6,5,no_ICA,p19_no_ica,0.6153846153846154
individual,P19,P19,arousal,eeg,gnb,all,all,1,P19,120,96,24,65,55,0.8006993006993006,0.7916666666666666,0.7142857142857143,0.9090909090909091,0.8,9,4,1,10,no_ICA,p19_no_ica,0.6923076923076923
individual,P19,P19,arousal,eeg,gnb,all,all,2,P19,120,96,24,65,55,0.6258741258741258,0.625,0.5833333333333334,0.6363636363636364,0.6086956521739131,8,5,4,7,no_ICA,p19_no_ica,0.6153846153846154
individual,P19,P19,arousal,eeg,gnb,all,all,3,P19,120,96,24,65,55,0.49650349650349646,0.5,0.45454545454545453,0.45454545454545453,0.45454545454545453,7,6,6,5,no_ICA,p19_no_ica,0.5384615384615384
individual,P19,P19,arousal,eeg,gnb,all,all,4,P19,120,96,24,65,55,0.5944055944055944,0.5833333333333334,0.5333333333333333,0.7272727272727273,0.6153846153846154,6,7,3,8,no_ICA,p19_no_ica,0.46153846153846156
individual,P19,P19,arousal,eeg,gnb,all,all,5,P19,120,96,24,65,55,0.5104895104895105,0.5,0.4666666666666667,0.6363636363636364,0.5384615384615384,5,8,4,7,no_ICA,p19_no_ica,0.38461538461538464
individual,P19,P19,arousal,eeg,gnb,5,5,1,P19,120,96,24,65,55,0.7482517482517483,0.75,0.7272727272727273,0.7272727272727273,0.7272727272727273,10,3,3,8,no_ICA,p19_no_ica,0.7692307692307693
individual,P19,P19,arousal,eeg,gnb,5,5,2,P19,120,96,24,65,55,0.6573426573426573,0.6666666666666666,0.6666666666666666,0.5454545454545454,0.6,10,3,5,6,no_ICA,p19_no_ica,0.7692307692307693
individual,P19,P19,arousal,eeg,gnb,5,5,3,P19,120,96,24,65,55,0.6188811188811189,0.625,0.6,0.5454545454545454,0.5714285714285714,9,4,5,6,no_ICA,p19_no_ica,0.6923076923076923
individual,P19,P19,arousal,eeg,gnb,5,5,4,P19,120,96,24,65,55,0.6118881118881119,0.625,0.625,0.45454545454545453,0.5263157894736842,10,3,6,5,no_ICA,p19_no_ica,0.7692307692307693
individual,P19,P19,arousal,eeg,gnb,5,5,5,P19,120,96,24,65,55,0.5874125874125874,0.5833333333333334,0.5384615384615384,0.6363636363636364,0.5833333333333334,7,6,4,7,no_ICA,p19_no_ica,0.5384615384615384
individual,P19,P19,arousal,eeg,gnb,10,10,1,P19,120,96,24,65,55,0.7552447552447552,0.75,0.6923076923076923,0.8181818181818182,0.75,9,4,2,9,no_ICA,p19_no_ica,0.6923076923076923
individual,P19,P19,arousal,eeg,gnb,10,10,2,P19,120,96,24,65,55,0.6958041958041958,0.7083333333333334,0.75,0.5454545454545454,0.631578947368421,11,2,5,6,no_ICA,p19_no_ica,0.8461538461538461
individual,P19,P19,arousal,eeg,gnb,10,10,3,P19,120,96,24,65,55,0.6188811188811189,0.625,0.6,0.5454545454545454,0.5714285714285714,9,4,5,6,no_ICA,p19_no_ica,0.6923076923076923
individual,P19,P19,arousal,eeg,gnb,10,10,4,P19,120,96,24,65,55,0.6188811188811189,0.625,0.6,0.5454545454545454,0.5714285714285714,9,4,5,6,no_ICA,p19_no_ica,0.6923076923076923
individual,P19,P19,arousal,eeg,gnb,10,10,5,P19,120,96,24,65,55,0.5804195804195804,0.5833333333333334,0.5454545454545454,0.5454545454545454,0.5454545454545454,8,5,5,6,no_ICA,p19_no_ica,0.6153846153846154
individual,P19,P19,arousal,eeg,gnb,20,20,1,P19,120,96,24,65,55,0.7552447552447552,0.75,0.6923076923076923,0.8181818181818182,0.75,9,4,2,9,no_ICA,p19_no_ica,0.6923076923076923
individual,P19,P19,arousal,eeg,gnb,20,20,2,P19,120,96,24,65,55,0.6643356643356644,0.6666666666666666,0.6363636363636364,0.6363636363636364,0.6363636363636364,9,4,4,7,no_ICA,p19_no_ica,0.6923076923076923
individual,P19,P19,arousal,eeg,gnb,20,20,3,P19,120,96,24,65,55,0.6188811188811189,0.625,0.6,0.5454545454545454,0.5714285714285714,9,4,5,6,no_ICA,p19_no_ica,0.6923076923076923
individual,P19,P19,arousal,eeg,gnb,20,20,4,P19,120,96,24,65,55,0.5874125874125874,0.5833333333333334,0.5384615384615384,0.6363636363636364,0.5833333333333334,7,6,4,7,no_ICA,p19_no_ica,0.5384615384615384
individual,P19,P19,arousal,eeg,gnb,20,20,5,P19,120,96,24,65,55,0.49650349650349646,0.5,0.45454545454545453,0.45454545454545453,0.45454545454545453,7,6,6,5,no_ICA,p19_no_ica,0.5384615384615384
