number_of_folds,mean_validation_rmse,median_validation_rmse,mean_validation_rmse_delta,median_validation_rmse_delta,number_validation_folds_beating_dummy,fraction_validation_folds_beating_dummy,mean_test_rmse,median_test_rmse,mean_test_rmse_delta,median_test_rmse_delta,number_test_folds_beating_dummy,fraction_test_folds_beating_dummy,mean_test_mae,median_test_mae,mean_secondary_test_ba,median_secondary_test_ba
38,1.7820641367059005,1.7808059453964233,0.01385720950733141,0.015177011206956026,8,0.21052631578947367,1.757598905186904,1.7038736939430237,0.06304075112535808,0.040266835669286904,9,0.23684210526315788,1.511316727650793,1.4722734689712524,0.4951332909144867,0.4954366789819376
